Unnamed: 0,9,10,11,12,13,M,Unnamed: 7,FM APO and NC Fee,Unnamed: 9,Unnamed: 10,Unnamed: 11,1,2,3,4,5,6,7,8,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,"White = Input, Blue = formula, Green = lookup from this tab. NGS, and PTMT inputs should be cost plus markup (20% for NGS, 3% for PTMT). PostOne inputs should be PM CPP for 1-10lbs and PM Retail for 11-25lbs) RPD Inputs should be UPS Ground Comm Tariff.",Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,FirstMileGround560,SDS,FirstMileGround,560,20.53,20.53,20.86,22.21,23.44,26.81,27.52,28.93,137.95,137.95,137.95,137.95,137.95,137.95
,,,,,,,,,,,,,,,,,,,,,FirstMileGround576,SDS,FirstMileGround,576,23.04,23.04,23.42,24.83,26.05,29.48,30.2,31.63,140.52,140.52,140.52,140.52,140.52,140.52
,,,,,,,,,,,,,,,,,,,,,FirstMileGround592,SDS,FirstMileGround,592,23.47,23.47,23.87,25.32,26.58,30.12,30.88,32.33,143.05,143.05,143.05,143.05,143.05,143.05
,,,,,,,,,,,,,,,,,,,,,FirstMileGround608,SDS,FirstMileGround,608,23.92,23.92,24.32,25.78,27.1,30.73,31.51,32.99,145.66,145.66,145.66,145.66,145.66,145.66
,,,,,,,,,,,,,,,,,,,,,FirstMileGround624,SDS,FirstMileGround,624,24.34,24.34,24.74,26.27,27.62,31.36,32.16,33.71,148.26,148.26,148.26,148.26,148.26,148.26
,,,,,,,,,,,,,,,,,,,,,FirstMileGround640,SDS,FirstMileGround,640,24.8,24.8,25.19,26.76,28.18,31.97,32.78,34.38,150.82,150.82,150.82,150.82,150.82,150.82
,,,,,,,,,,,,,,,,,,,,,FirstMileGround656,SDS,FirstMileGround,656,25.2,25.2,25.64,27.24,28.68,32.6,33.42,35.05,153.4,153.4,153.4,153.4,153.4,153.4
,,,,,,,,,,,,,,,,,,,,,FirstMileGround672,SDS,FirstMileGround,672,25.67,25.67,26.09,27.73,29.22,33.22,34.08,35.74,155.95,155.95,155.95,155.95,155.95,155.95
,,,,,,,,,,,,,,,,,,,,,FirstMileGround688,SDS,FirstMileGround,688,26.11,26.11,26.53,28.24,29.71,33.83,34.7,36.43,158.54,158.54,158.54,158.54,158.54,158.54
,,,,,,,,,,,,,,,,,,,,,FirstMileGround704,SDS,FirstMileGround,704,26.54,26.54,26.99,28.72,30.25,34.45,35.34,37.1,161.06,161.06,161.06,161.06,161.06,161.06
,,,,,,,,,,,,,,,,,,,,,FirstMileGround720,SDS,FirstMileGround,720,26.99,26.99,27.46,29.22,30.78,35.09,36.0,37.76,163.69,163.69,163.69,163.69,163.69,163.69
,,,,,,,,,,,,,,,,,,,,,FirstMileGround736,SDS,FirstMileGround,736,27.44,27.44,27.9,29.7,31.3,35.68,36.64,38.44,166.25,166.25,166.25,166.25,166.25,166.25
,,,,,,,,,,,,,,,,,,,,,FirstMileGround752,SDS,FirstMileGround,752,27.86,27.86,28.33,30.17,31.81,36.29,37.3,39.14,168.85,168.85,168.85,168.85,168.85,168.85
,,,,,,,,,,,,,,,,,,,,,FirstMileGround768,SDS,FirstMileGround,768,28.26,28.26,28.76,30.71,32.33,36.92,37.91,39.83,171.36,171.36,171.36,171.36,171.36,171.36
,,,,,,,,,,,,,,,,,,,,,FirstMileGround784,SDS,FirstMileGround,784,28.73,28.73,29.24,31.18,32.86,37.54,38.56,40.5,173.99,173.99,173.99,173.99,173.99,173.99
,,,,,,,,,,,,,,,,,,,,,FirstMileGround800,SDS,FirstMileGround,800,29.2,29.2,29.69,31.63,33.4,38.17,39.19,41.2,176.56,176.56,176.56,176.56,176.56,176.56
,,,,,,,,,,,,,,,,,,,,,FirstMileGround816,SDS,FirstMileGround,816,29.6,29.6,30.13,32.15,33.91,38.8,39.84,41.88,179.1,179.1,179.1,179.1,179.1,179.1
,,,,,,,,,,,,,,,,,,,,,FirstMileGround832,SDS,FirstMileGround,832,30.06,30.06,30.58,32.64,34.45,39.41,40.49,42.56,181.7,181.7,181.7,181.7,181.7,181.7
,,,,,,,,,,,,,,,,,,,,,FirstMileGround848,SDS,FirstMileGround,848,30.52,30.52,31.06,33.13,34.99,40.04,41.18,43.26,184.3,184.3,184.3,184.3,184.3,184.3
,,,,,,,,,,,,,,,,,,,,,FirstMileGround864,SDS,FirstMileGround,864,30.94,30.94,31.52,33.61,35.53,40.69,41.82,43.92,186.86,186.86,186.86,186.86,186.86,186.86
,,,,,,,,,,,,,,,,,,,,,FirstMileGround880,SDS,FirstMileGround,880,31.38,31.38,31.97,34.15,36.04,41.3,42.48,44.62,189.38,189.38,189.38,189.38,189.38,189.38
,,,,,,,,,,,,,,,,,,,,,FirstMileGround896,SDS,FirstMileGround,896,31.82,31.82,32.41,34.64,36.55,41.93,43.12,45.32,191.98,191.98,191.98,191.98,191.98,191.98
,,,,,,,,,,,,,,,,,,,,,FirstMileGround912,SDS,FirstMileGround,912,32.3,32.3,32.87,35.11,37.13,42.58,43.76,46.02,194.63,194.63,194.63,194.63,194.63,194.63
,,,,,,,,,,,,,,,,,,,,,FirstMileGround928,SDS,FirstMileGround,928,32.71,32.71,33.34,35.63,37.67,43.18,44.4,46.73,197.12,197.12,197.12,197.12,197.12,197.12
,,,,,,,,,,,,,,,,,,,,,FirstMileGround944,SDS,FirstMileGround,944,33.18,33.18,33.79,36.08,38.21,43.82,45.07,47.41,199.76,199.76,199.76,199.76,199.76,199.76
,,,,,,,,,,,,,,,,,,,,,FirstMileGround960,SDS,FirstMileGround,960,33.64,33.64,34.26,36.64,38.75,44.51,45.74,48.13,202.28,202.28,202.28,202.28,202.28,202.28
,,,,,,,,,,,,,,,,,,,,,FirstMileGround976,SDS,FirstMileGround,976,34.1,34.1,34.74,37.16,39.32,45.19,46.44,48.86,204.89,204.89,204.89,204.89,204.89,204.89
,,,,,,,,,,,,,,,,,,,,,FirstMileGround992,SDS,FirstMileGround,992,34.62,34.62,35.26,37.68,39.88,45.83,47.15,49.62,207.43,207.43,207.43,207.43,207.43,207.43
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1008,SDS,FirstMileGround,1008,35.05,35.05,35.68,38.2,40.42,46.46,47.77,50.29,209.98,209.98,209.98,209.98,209.98,209.98
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1024,SDS,FirstMileGround,1024,35.46,35.46,36.16,38.7,40.96,47.09,48.41,50.96,212.63,212.63,212.63,212.63,212.63,212.63
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1040,SDS,FirstMileGround,1040,35.93,35.93,36.58,39.17,41.46,47.7,49.07,51.65,215.17,215.17,215.17,215.17,215.17,215.17
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1056,SDS,FirstMileGround,1056,36.34,36.34,37.06,39.64,42.01,48.35,49.73,52.34,217.68,217.68,217.68,217.68,217.68,217.68
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1072,SDS,FirstMileGround,1072,36.78,36.78,37.5,40.15,42.5,48.97,50.33,53.03,220.34,220.34,220.34,220.34,220.34,220.34
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1088,SDS,FirstMileGround,1088,37.24,37.24,37.97,40.63,43.06,49.56,50.99,53.7,222.88,222.88,222.88,222.88,222.88,222.88
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1104,SDS,FirstMileGround,1104,37.68,37.68,38.39,41.1,43.58,50.18,51.62,54.41,225.44,225.44,225.44,225.44,225.44,225.44
,,,,,,,,,,,,,,,,,,,,,FirstMileGround1120,SDS,FirstMileGround,1120,38.12,38.12,38.88,41.63,44.09,50.86,52.32,55.12,228.02,228.02,228.02,228.02,228.02,228.02
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage416,PTMT,PTMT_USPSPriorityMailPackage,416,26.09,28.54,32.08,38.85,54.03,69.78,85.52,99.9,213.2,213.2,213.2,213.2,213.2,213.2
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage432,PTMT,PTMT_USPSPriorityMailPackage,432,27.04,29.66,33.63,41.32,57.78,72.58,87.39,102.65,219.07,219.07,219.07,219.07,219.07,219.07
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage448,PTMT,PTMT_USPSPriorityMailPackage,448,27.79,30.54,34.65,42.59,59.7,74.45,89.2,105.63,225.43,225.43,225.43,225.43,225.43,225.43
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage464,PTMT,PTMT_USPSPriorityMailPackage,464,28.52,31.38,35.67,43.83,61.6,76.32,91.03,108.05,230.59,230.59,230.59,230.59,230.59,230.59
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage480,PTMT,PTMT_USPSPriorityMailPackage,480,29.26,32.22,36.67,45.06,63.48,78.17,92.84,110.15,235.07,235.07,235.07,235.07,235.07,235.07
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage496,PTMT,PTMT_USPSPriorityMailPackage,496,29.99,33.05,37.65,46.26,65.32,80.0,94.68,112.38,239.85,239.85,239.85,239.85,239.85,239.85
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage512,PTMT,PTMT_USPSPriorityMailPackage,512,30.71,33.88,38.6,47.44,67.15,81.83,96.51,114.36,244.06,244.06,244.06,244.06,244.06,244.06
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage528,PTMT,PTMT_USPSPriorityMailPackage,528,31.44,34.69,39.56,48.61,68.95,83.64,98.32,116.5,248.63,248.63,248.63,248.63,248.63,248.63
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage544,PTMT,PTMT_USPSPriorityMailPackage,544,32.14,35.48,40.49,49.76,70.74,85.45,100.16,118.6,253.12,253.12,253.12,253.12,253.12,253.12
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage560,PTMT,PTMT_USPSPriorityMailPackage,560,32.84,36.28,41.41,50.88,72.49,87.24,101.98,120.48,257.12,257.12,257.12,257.12,257.12,257.12
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage576,PTMT,PTMT_USPSPriorityMailPackage,576,33.55,37.05,42.31,51.99,74.21,88.85,103.48,122.51,261.44,261.44,261.44,261.44,261.44,261.44
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage592,PTMT,PTMT_USPSPriorityMailPackage,592,34.23,37.82,43.21,53.1,75.92,90.44,104.96,124.52,265.74,265.74,265.74,265.74,265.74,265.74
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage608,PTMT,PTMT_USPSPriorityMailPackage,608,34.91,38.57,44.08,54.17,77.6,91.99,106.37,126.51,270.0,270.0,270.0,270.0,270.0,270
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage624,PTMT,PTMT_USPSPriorityMailPackage,624,35.59,39.33,44.94,55.22,79.26,93.94,108.6,128.46,274.16,274.16,274.16,274.16,274.16,274.16
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage640,PTMT,PTMT_USPSPriorityMailPackage,640,36.25,40.07,45.78,56.25,80.9,95.77,110.64,130.34,278.15,278.15,278.15,278.15,278.15,278.15
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage656,PTMT,PTMT_USPSPriorityMailPackage,656,36.9,40.79,46.61,57.28,82.5,97.58,112.65,132.33,282.42,282.42,282.42,282.42,282.42,282.42
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage672,PTMT,PTMT_USPSPriorityMailPackage,672,37.56,41.51,47.42,58.27,84.08,99.17,114.25,134.15,286.29,286.29,286.29,286.29,286.29,286.29
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage688,PTMT,PTMT_USPSPriorityMailPackage,688,38.2,42.21,48.21,59.25,85.64,100.71,115.77,135.83,289.87,289.87,289.87,289.87,289.87,289.87
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage704,PTMT,PTMT_USPSPriorityMailPackage,704,38.85,42.9,48.99,60.2,87.17,102.23,117.29,137.75,293.98,293.98,293.98,293.98,293.98,293.98
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage720,PTMT,PTMT_USPSPriorityMailPackage,720,39.48,43.59,49.77,61.15,88.69,103.71,118.73,139.58,297.88,297.88,297.88,297.88,297.88,297.88
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage736,PTMT,PTMT_USPSPriorityMailPackage,736,40.1,44.26,50.52,62.07,90.17,105.17,120.18,141.35,301.66,301.66,301.66,301.66,301.66,301.66
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage752,PTMT,PTMT_USPSPriorityMailPackage,752,40.72,44.93,51.24,62.97,91.64,106.67,121.68,143.15,305.5,305.5,305.5,305.5,305.5,305.5
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage768,PTMT,PTMT_USPSPriorityMailPackage,768,41.32,45.58,51.97,63.86,93.08,108.09,123.09,144.83,309.08,309.08,309.08,309.08,309.08,309.08
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage784,PTMT,PTMT_USPSPriorityMailPackage,784,41.93,46.23,52.67,64.73,94.49,109.52,124.54,146.5,312.65,312.65,312.65,312.65,312.65,312.65
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage800,PTMT,PTMT_USPSPriorityMailPackage,800,42.53,46.85,53.36,65.57,95.88,111.01,126.14,148.24,316.36,316.36,316.36,316.36,316.36,316.36
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage816,PTMT,PTMT_USPSPriorityMailPackage,816,43.12,47.49,54.03,66.39,97.25,112.56,127.86,149.92,319.94,319.94,319.94,319.94,319.94,319.94
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage832,PTMT,PTMT_USPSPriorityMailPackage,832,43.7,48.1,54.69,67.21,98.59,114.12,129.65,151.72,323.79,323.79,323.79,323.79,323.79,323.79
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage848,PTMT,PTMT_USPSPriorityMailPackage,848,44.27,48.71,55.33,67.99,99.9,115.72,131.53,153.67,327.94,327.94,327.94,327.94,327.94,327.94
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage864,PTMT,PTMT_USPSPriorityMailPackage,864,44.85,49.29,55.96,68.76,101.2,117.24,133.29,155.73,332.34,332.34,332.34,332.34,332.34,332.34
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage880,PTMT,PTMT_USPSPriorityMailPackage,880,45.4,49.87,56.58,69.51,102.46,118.82,135.18,157.7,336.56,336.56,336.56,336.56,336.56,336.56
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage896,PTMT,PTMT_USPSPriorityMailPackage,896,45.97,50.45,57.17,70.26,103.71,120.32,136.93,159.47,340.34,340.34,340.34,340.34,340.34,340.34
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage912,PTMT,PTMT_USPSPriorityMailPackage,912,46.51,51.01,57.75,70.98,104.93,121.56,138.18,160.99,343.58,343.58,343.58,343.58,343.58,343.58
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage928,PTMT,PTMT_USPSPriorityMailPackage,928,47.05,51.55,58.33,71.67,106.13,122.88,139.63,162.64,347.09,347.09,347.09,347.09,347.09,347.09
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage944,PTMT,PTMT_USPSPriorityMailPackage,944,47.59,52.11,58.87,72.35,107.3,124.08,140.87,164.17,350.36,350.36,350.36,350.36,350.36,350.36
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage960,PTMT,PTMT_USPSPriorityMailPackage,960,48.11,52.62,59.41,73.0,108.45,125.29,142.12,165.64,353.51,353.51,353.51,353.51,353.51,353.51
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage976,PTMT,PTMT_USPSPriorityMailPackage,976,48.64,53.15,59.93,73.65,109.56,126.66,143.76,167.76,358.02,358.02,358.02,358.02,358.02,358.02
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage992,PTMT,PTMT_USPSPriorityMailPackage,992,49.15,53.66,60.43,74.26,110.65,128.04,145.43,170.09,363.0,363.0,363.0,363.0,363.0,363
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1008,PTMT,PTMT_USPSPriorityMailPackage,1008,49.65,54.17,60.92,74.86,111.73,129.16,146.58,172.42,367.97,367.97,367.97,367.97,367.97,367.97
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1024,PTMT,PTMT_USPSPriorityMailPackage,1024,50.15,54.65,61.4,75.44,112.8,130.25,147.71,174.72,372.87,372.87,372.87,372.87,372.87,372.87
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1040,PTMT,PTMT_USPSPriorityMailPackage,1040,50.63,55.13,61.85,76.0,113.82,131.36,148.89,177.0,377.73,377.73,377.73,377.73,377.73,377.73
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1056,PTMT,PTMT_USPSPriorityMailPackage,1056,51.13,55.6,62.29,76.55,114.81,132.37,149.91,179.36,382.79,382.79,382.79,382.79,382.79,382.79
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1072,PTMT,PTMT_USPSPriorityMailPackage,1072,51.6,56.05,62.73,77.07,115.79,133.41,151.01,181.47,387.27,387.27,387.27,387.27,387.27,387.27
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1088,PTMT,PTMT_USPSPriorityMailPackage,1088,52.08,56.51,63.14,77.59,116.74,134.47,152.19,183.4,391.4,391.4,391.4,391.4,391.4,391.4
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1104,PTMT,PTMT_USPSPriorityMailPackage,1104,52.54,56.94,63.53,78.07,117.67,135.51,153.35,185.35,395.56,395.56,395.56,395.56,395.56,395.56
,,,,,,,,,,,,,,,,,,,,,PTMT_USPSPriorityMailPackage1120,PTMT,PTMT_USPSPriorityMailPackage,1120,52.99,57.37,63.91,78.54,118.58,136.51,154.43,187.35,399.83,399.83,399.83,399.83,399.83,399.83
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage16,PO,PO_USPSPriorityMailPackage,16,8.14,8.24,8.33,8.5,9.64,9.9,10.16,10.91,23.28,23.28,23.28,23.28,23.28,23.28
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage32,PO,PO_USPSPriorityMailPackage,32,8.59,8.72,8.99,9.24,10.65,11.94,13.23,14.65,31.26,31.26,31.26,31.26,31.26,31.26
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage48,PO,PO_USPSPriorityMailPackage,48,9.01,9.13,9.72,10.15,11.88,14.36,16.83,19.57,41.77,41.77,41.77,41.77,41.77,41.77
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage64,PO,PO_USPSPriorityMailPackage,64,9.31,9.4,10.21,10.76,12.69,16.45,20.2,23.33,49.79,49.79,49.79,49.79,49.79,49.79
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage80,PO,PO_USPSPriorityMailPackage,80,9.53,9.61,10.56,11.22,13.82,18.63,23.44,27.21,58.07,58.07,58.07,58.07,58.07,58.07
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage96,PO,PO_USPSPriorityMailPackage,96,9.74,9.81,10.93,11.67,14.78,20.8,26.8,31.21,66.6,66.6,66.6,66.6,66.6,66.6
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage112,PO,PO_USPSPriorityMailPackage,112,10.05,10.14,11.43,12.3,15.8,22.39,28.98,33.79,72.12,72.12,72.12,72.12,72.12,72.12
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage128,PO,PO_USPSPriorityMailPackage,128,10.48,10.54,11.98,12.96,16.88,24.03,31.17,36.39,77.66,77.66,77.66,77.66,77.66,77.66
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage144,PO,PO_USPSPriorityMailPackage,144,11.06,11.14,12.59,13.66,18.01,25.69,33.35,38.98,83.18,83.18,83.18,83.18,83.18,83.18
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage160,PO,PO_USPSPriorityMailPackage,160,11.8,11.88,13.21,14.38,19.13,27.34,35.54,41.45,88.46,88.46,88.46,88.46,88.46,88.46
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage176,PO,PO_USPSPriorityMailPackage,176,16.25,16.8,17.65,19.9,25.4,37.3,49.2,56.2,113.5,113.5,113.5,113.5,113.5,113.5
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage192,PO,PO_USPSPriorityMailPackage,192,16.95,17.4,18.15,20.7,26.65,39.85,53.0,60.65,122.5,122.5,122.5,122.5,122.5,122.5
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage208,PO,PO_USPSPriorityMailPackage,208,17.7,18.05,18.7,21.25,27.8,42.45,57.05,65.35,132.0,132.0,132.0,132.0,132.0,132
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage224,PO,PO_USPSPriorityMailPackage,224,18.45,18.55,19.2,22.05,29.25,45.3,61.3,70.15,141.7,141.7,141.7,141.7,141.7,141.7
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage240,PO,PO_USPSPriorityMailPackage,240,19.15,19.35,19.95,22.7,30.5,47.15,63.8,73.15,147.75,147.75,147.75,147.75,147.75,147.75
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage256,PO,PO_USPSPriorityMailPackage,256,19.9,20.15,20.7,23.8,32.35,49.85,67.3,77.25,156.0,156.0,156.0,156.0,156.0,156
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage272,PO,PO_USPSPriorityMailPackage,272,20.65,20.9,21.4,24.8,34.5,52.7,70.85,81.35,164.3,164.3,164.3,164.3,164.3,164.3
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage288,PO,PO_USPSPriorityMailPackage,288,21.35,21.6,22.15,25.4,36.7,55.55,74.4,85.5,172.7,172.7,172.7,172.7,172.7,172.7
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage304,PO,PO_USPSPriorityMailPackage,304,21.8,22.1,23.1,25.85,39.1,58.05,76.95,88.5,178.75,178.75,178.75,178.75,178.75,178.75
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage320,PO,PO_USPSPriorityMailPackage,320,22.2,22.45,23.95,26.75,41.65,60.9,80.1,92.55,186.9,186.9,186.9,186.9,186.9,186.9
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage336,PO,PO_USPSPriorityMailPackage,336,25.65,26.95,29.1,34.3,45.75,64.1,82.45,95.7,193.3,193.3,193.3,193.3,193.3,193.3
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage352,PO,PO_USPSPriorityMailPackage,352,27.95,29.95,33.0,39.8,52.05,68.5,84.9,98.85,199.65,199.65,199.65,199.65,199.65,199.65
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage368,PO,PO_USPSPriorityMailPackage,368,29.45,31.75,35.1,42.8,55.8,71.55,87.3,102.0,206.0,206.0,206.0,206.0,206.0,206
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage384,PO,PO_USPSPriorityMailPackage,384,30.55,33.0,36.65,44.8,58.45,74.15,89.8,105.25,212.55,212.55,212.55,212.55,212.55,212.55
,,,,,,,,,,,,,,,,,,,,,PO_USPSPriorityMailPackage400,PO,PO_USPSPriorityMailPackage,400,31.7,34.25,38.15,46.85,61.1,76.7,92.3,108.5,219.15,219.15,219.15,219.15,219.15,219.15
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery416,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,416,19.34,19.34,22.29,23.98,28.67,35.1,42.52,48.53,123.4,123.4,123.4,123.4,123.4,123.4
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery432,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,432,19.88,19.88,22.82,24.46,29.15,36.52,43.31,49.34,126.63,126.63,126.63,126.63,126.63,126.63
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery448,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,448,20.34,20.34,23.37,25.4,30.8,38.3,45.25,51.23,129.81,129.81,129.81,129.81,129.81,129.81
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery464,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,464,20.36,20.36,23.81,25.79,30.85,39.39,46.28,52.6,132.41,132.41,132.41,132.41,132.41,132.41
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery480,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,480,20.56,20.56,24.39,26.77,32.07,40.03,46.51,54.78,135.42,135.42,135.42,135.42,135.42,135.42
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery496,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,496,21.51,21.51,24.96,27.39,32.55,40.99,48.24,56.53,135.5,135.5,135.5,135.5,135.5,135.5
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery512,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,512,21.52,21.52,24.97,27.4,32.56,41.2,48.25,57.15,136.45,136.45,136.45,136.45,136.45,136.45
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery528,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,528,21.6,21.6,25.34,28.63,34.09,43.57,49.84,58.7,139.17,139.17,139.17,139.17,139.17,139.17
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery544,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,544,21.61,21.61,25.91,29.54,35.28,43.8,51.33,61.51,142.02,142.02,142.02,142.02,142.02,142.02
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery560,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,560,22.01,22.01,27.08,30.28,35.86,44.55,52.65,61.95,145.31,145.31,145.31,145.31,145.31,145.31
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery576,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,576,22.35,22.35,27.29,30.76,37.22,46.42,54.44,64.38,148.52,148.52,148.52,148.52,148.52,148.52
,,,,,,,,,,,,,,,,,,,,,ONTRAC_Ground_RegionalParcelDelivery592,ONTRAC,ONTRAC_Ground_RegionalParcelDelivery,592,22.84,22.84,27.65,31.23,37.76,46.63,56.2,65.01,151.77,151.77,151.77,151.77,151.77,151.77
