Customer Number,Shipper,Location,Effective Date,Label Type,Product,Weight,Zone,Cost,Rate Type
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,880,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,880,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,880,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,896,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,912,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,928,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,944,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,960,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,976,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,992,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1008,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1024,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1040,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1056,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1072,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1088,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1104,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMilePriority,1120,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,1,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,2,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,3,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,4,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,5,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,6,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,7,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,8,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,3,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,4,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,5,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,6,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,7,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,8,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,9,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,10,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,11,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,12,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,13,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,9,M,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,10,1,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,10,2,,R
,SDS,,Delete,Xparcel_EXPPLUS,FirstMileExpedited,10,3,,R
