Custom Setup ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Customer,Piccard Pet Supplies,,,Avg Weekly Volume,,,,,,,Product Mapping for Forge,,,,,,Rates,,,,,,,,,,,Best Rate using lowest Cost,,,,,,,,,,,,Forge to Forge Price Transfer,,,,,,,,,,,,,,,,,,,,
# of Darwin Accounts,,,,Priority,EXP Plus,Expedited,Ground,,,,Priority,EXP Plus,Expedited,Ground,,UID,Call type,Shipper Code,Weight ,Zone,FMD,Costs,Base,Mapping Rate,Active Rates,Carrier Status,,Call Type,Carrier,Weight ,Zone,Mapping ,Active,Volume,Active Costs,USPS,Tech Fee,UID,,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,M
,,,,,,,,,,,,,,,,PriorityDHL-M192&1,Priority,DHL-M,192,1,0.13119755911517927,11.389999999999999,13.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M208&1,Priority,DHL-M,208,1,0.1299270072992702,11.919999999999998,13.7,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M224&1,Priority,DHL-M,224,1,0.12526389866291354,12.43,14.21,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M240&1,Priority,DHL-M,240,1,0.10997267759562845,13.03,14.64,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M256&1,Priority,DHL-M,256,1,0.08811748998664892,13.66,14.98,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M272&1,Priority,DHL-M,272,1,0.06596995427824959,14.299999999999999,15.31,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M288&1,Priority,DHL-M,288,1,0.046496815286624193,14.969999999999999,15.7,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M304&1,Priority,DHL-M,304,1,0.030510585305105864,15.569999999999999,16.06,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M320&1,Priority,DHL-M,320,1,0.03933253873659115,16.12,16.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M336&1,Priority,DHL-M,336,1,0.07744107744107742,16.44,17.82,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M352&1,Priority,DHL-M,352,1,0.10762800417972829,17.080000000000002,19.14,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M368&1,Priority,DHL-M,368,1,0.14898746383799388,17.650000000000006,20.74,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M384&1,Priority,DHL-M,384,1,0.1929203539823009,18.240000000000002,22.6,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M400&1,Priority,DHL-M,400,1,0.22768222768222757,18.860000000000003,24.42,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M1&3,Priority,DHL-M,1,3,0.07966321243523333,3.5524999999999993,3.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M2&3,Priority,DHL-M,2,3,0.07642487046632129,3.5649999999999995,3.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M3&3,Priority,DHL-M,3,3,0.07577720207253902,3.5674999999999994,3.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M4&3,Priority,DHL-M,4,3,0.07512953367875663,3.5699999999999994,3.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M5&3,Priority,DHL-M,5,3,0.07830626450116007,3.9724999999999997,4.31,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M6&3,Priority,DHL-M,6,3,0.07772621809744784,3.9749999999999996,4.31,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M7&3,Priority,DHL-M,7,3,0.0771461716937355,3.9774999999999996,4.31,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M8&3,Priority,DHL-M,8,3,0.07656612529002327,3.9799999999999995,4.31,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M9&3,Priority,DHL-M,9,3,0.08550000000000002,4.5725,5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M10&3,Priority,DHL-M,10,3,0.08299999999999996,4.585,5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M11&3,Priority,DHL-M,11,3,0.08250000000000013,4.5874999999999995,5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M12&3,Priority,DHL-M,12,3,0.08200000000000007,4.59,5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M13&3,Priority,DHL-M,13,3,0.08491311216429709,5.7924999999999995,6.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M14&3,Priority,DHL-M,14,3,0.08451816745655605,5.795,6.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15&3,Priority,DHL-M,15,3,0.08412322274881523,5.797499999999999,6.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15.99&3,Priority,DHL-M,15.99,3,0.1090086887835704,5.639975,6.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M16&3,Priority,DHL-M,16,3,0.30284301606922126,5.64,8.09,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M32&3,Priority,DHL-M,32,3,0.30698739977090495,6.05,8.73,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M48&3,Priority,DHL-M,48,3,0.31144067796610164,6.5,9.44,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M64&3,Priority,DHL-M,64,3,0.2946518668012109,6.99,9.91,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M80&3,Priority,DHL-M,80,3,0.2604878048780488,7.58,10.25,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M96&3,Priority,DHL-M,96,3,0.22243166823751193,8.249999999999998,10.61,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M112&3,Priority,DHL-M,112,3,0.19369369369369394,8.949999999999998,11.1,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M128&3,Priority,DHL-M,128,3,0.17798796216681012,9.559999999999999,11.63,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M144&3,Priority,DHL-M,144,3,0.17348608837970558,10.099999999999998,12.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M160&3,Priority,DHL-M,160,3,0.16601714731098993,10.7,12.83,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M176&3,Priority,DHL-M,176,3,0.15961395694135128,11.319999999999999,13.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M192&3,Priority,DHL-M,192,3,0.15209665955934615,11.93,14.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M208&3,Priority,DHL-M,208,3,0.1486025903203818,12.489999999999998,14.67,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M224&3,Priority,DHL-M,224,3,0.14191852825229978,13.059999999999999,15.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M240&3,Priority,DHL-M,240,3,0.1274697259400892,13.69,15.69,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M256&3,Priority,DHL-M,256,3,0.10689869484151648,14.37,16.09,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M272&3,Priority,DHL-M,272,3,0.0884848484848485,15.04,16.5,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M288&3,Priority,DHL-M,288,3,0.07024793388429762,15.75,16.94,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M304&3,Priority,DHL-M,304,3,0.05641911341393213,16.39,17.37,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M320&3,Priority,DHL-M,320,3,0.08017334777898144,16.980000000000004,18.46,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M336&3,Priority,DHL-M,336,3,0.12988966900702104,17.35,19.94,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M352&3,Priority,DHL-M,352,3,0.17293577981651376,18.03,21.8,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M368&3,Priority,DHL-M,368,3,0.22453222453222432,18.650000000000006,24.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M384&3,Priority,DHL-M,384,3,0.2777361319340329,19.270000000000003,26.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M400&3,Priority,DHL-M,400,3,0.32838840188806473,19.92,29.66,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M1&4,Priority,DHL-M,1,4,0.08270202020202033,3.6324999999999994,3.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M2&4,Priority,DHL-M,2,4,0.0795454545454547,3.6449999999999996,3.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M3&4,Priority,DHL-M,3,4,0.07891414141414155,3.6474999999999995,3.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M4&4,Priority,DHL-M,4,4,0.0782828282828284,3.6499999999999995,3.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M5&4,Priority,DHL-M,5,4,0.079337899543379,4.0325,4.38,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M6&4,Priority,DHL-M,6,4,0.07876712328767121,4.035,4.38,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M7&4,Priority,DHL-M,7,4,0.07819634703196354,4.0375,4.38,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M8&4,Priority,DHL-M,8,4,0.07762557077625565,4.04,4.38,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M9&4,Priority,DHL-M,9,4,0.08431952662721898,4.6425,5.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M10&4,Priority,DHL-M,10,4,0.0818540433925049,4.655,5.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M11&4,Priority,DHL-M,11,4,0.08136094674556227,4.6575,5.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M12&4,Priority,DHL-M,12,4,0.0808678500986193,4.66,5.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M13&4,Priority,DHL-M,13,4,0.08554687500000002,5.8525,6.4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M14&4,Priority,DHL-M,14,4,0.08515624999999993,5.855,6.4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15&4,Priority,DHL-M,15,4,0.08476562500000007,5.8575,6.4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15.99&4,Priority,DHL-M,15.99,4,0.11250390625000006,5.679975,6.4,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M16&4,Priority,DHL-M,16,4,0.3115151515151515,5.68,8.25,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M32&4,Priority,DHL-M,32,4,0.23188405797101463,6.89,8.97,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M48&4,Priority,DHL-M,48,4,0.20609137055837556,7.82,9.85,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M64&4,Priority,DHL-M,64,4,0.17894736842105274,8.579999999999998,10.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M80&4,Priority,DHL-M,80,4,0.13498622589531706,9.419999999999998,10.89,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M96&4,Priority,DHL-M,96,4,0.08473080317740522,10.37,11.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M112&4,Priority,DHL-M,112,4,0.05025125628140714,11.339999999999998,11.94,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M128&4,Priority,DHL-M,128,4,0.02941176470588247,12.209999999999999,12.58,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M144&4,Priority,DHL-M,144,4,0.018099547511312375,13.019999999999998,13.26,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M160&4,Priority,DHL-M,160,4,0.005730659025788065,13.879999999999999,13.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M176&4,Priority,DHL-M,176,4,-0.006134969325153339,14.759999999999998,14.67,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M192&4,Priority,DHL-M,192,4,-0.015614834092387841,15.61,15.37,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M208&4,Priority,DHL-M,208,4,-0.025561097256858067,16.450000000000003,16.04,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M224&4,Priority,DHL-M,224,4,-0.037837837837837895,17.28,16.65,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M240&4,Priority,DHL-M,240,4,-0.0569767441860467,18.180000000000003,17.2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M256&4,Priority,DHL-M,256,4,-0.08201357466063364,19.130000000000003,17.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M272&4,Priority,DHL-M,272,4,-0.10456796917996702,20.070000000000004,18.17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M288&4,Priority,DHL-M,288,4,-0.1264059989287627,21.03,18.67,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M304&4,Priority,DHL-M,304,4,-0.14516971279373392,21.930000000000003,19.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M320&4,Priority,DHL-M,320,4,-0.15042907622412938,22.790000000000003,19.81,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M336&4,Priority,DHL-M,336,4,-0.1136471707085116,23.42,21.03,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M352&4,Priority,DHL-M,352,4,-0.04909560723514228,24.360000000000003,23.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M368&4,Priority,DHL-M,368,4,0.04285172544558191,25.240000000000006,26.37,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M384&4,Priority,DHL-M,384,4,0.14388725008194025,26.120000000000005,30.51,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M400&4,Priority,DHL-M,400,4,0.23442808607021515,27.040000000000003,35.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M1&5,Priority,DHL-M,1,5,0.08146766169154229,3.6924999999999994,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M2&5,Priority,DHL-M,2,5,0.07835820895522383,3.7049999999999996,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M3&5,Priority,DHL-M,3,5,0.07773631840796025,3.7074999999999996,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M4&5,Priority,DHL-M,4,5,0.07711442786069655,3.7099999999999995,4.02,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M5&5,Priority,DHL-M,5,5,0.08069977426636565,4.0725,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M6&5,Priority,DHL-M,6,5,0.08013544018058705,4.074999999999999,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M7&5,Priority,DHL-M,7,5,0.07957110609480811,4.0775,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M8&5,Priority,DHL-M,8,5,0.0790067720090295,4.079999999999999,4.43,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M9&5,Priority,DHL-M,9,5,0.0868932038834953,4.7025,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M10&5,Priority,DHL-M,10,5,0.08446601941747567,4.715000000000001,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M11&5,Priority,DHL-M,11,5,0.08398058252427187,4.7175,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M12&5,Priority,DHL-M,12,5,0.08349514563106786,4.720000000000001,5.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M13&5,Priority,DHL-M,13,5,0.09108231707317072,5.9624999999999995,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M14&5,Priority,DHL-M,14,5,0.09070121951219512,5.965,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15&5,Priority,DHL-M,15,5,0.09032012195121952,5.967499999999999,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M15.99&5,Priority,DHL-M,15.99,5,0.12043064024390226,5.7699750000000005,6.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M16&5,Priority,DHL-M,16,5,0.3835470085470084,5.7700000000000005,9.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M32&5,Priority,DHL-M,32,5,0.16634429400386852,8.62,10.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M48&5,Priority,DHL-M,48,5,0.13703382480485704,9.949999999999998,11.53,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M64&5,Priority,DHL-M,64,5,0.04626623376623373,11.75,12.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M80&5,Priority,DHL-M,80,5,-0.011922503725782185,13.579999999999998,13.42,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M96&5,Priority,DHL-M,96,5,-0.08571428571428585,15.58,14.35,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M112&5,Priority,DHL-M,112,5,-0.18644067796610186,18.200000000000003,15.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M128&5,Priority,DHL-M,128,5,-0.22696766320927408,20.110000000000003,16.39,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M144&5,Priority,DHL-M,144,5,-0.25443110348770737,21.94,17.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M160&5,Priority,DHL-M,160,5,-0.28325255788906856,23.830000000000002,18.57,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M176&5,Priority,DHL-M,176,5,-0.31043256997455493,25.750000000000004,19.65,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M192&5,Priority,DHL-M,192,5,-0.32788461538461555,27.620000000000005,20.8,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M208&5,Priority,DHL-M,208,5,-0.3451892384860924,29.500000000000004,21.93,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M224&5,Priority,DHL-M,224,5,-0.36008676789587857,31.35,23.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,PriorityDHL-M240&5,Priority,DHL-M,240,5,-0.37691352916839027,33.279999999999994,24.17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
