Custom Setup ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60
Customer,Piccard Pet Supplies,,,Avg Weekly Volume,,,,,,,Product Mapping for Forge,,,,,,Rates,,,,,,,,,,,Best Rate using lowest Cost,,,,,,,,,,,,Forge to Forge Price Transfer,,,,,,,,,,,,,,,,,,,,
# of Darwin Accounts,,,,Priority,EXP Plus,Expedited,Ground,,,,Priority,EXP Plus,Expedited,Ground,,UID,Call type,Shipper Code,Weight ,Zone,FMD,Costs,Base,Mapping Rate,Active Rates,Carrier Status,,Call Type,Carrier,Weight ,Zone,Mapping ,Active,Volume,Active Costs,USPS,Tech Fee,UID,,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,M
,,,,,,,,,,,,,,,,ExpeditedNGS144&5,Expedited,NGS,144,5,0.43317653890824614,9.7607,17.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS160&5,Expedited,NGS,160,5,0.4663166397415185,9.9105,18.57,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS176&5,Expedited,NGS,176,5,0.4928442211055276,10.0924,19.9,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS192&5,Expedited,NGS,192,5,0.5143072573044298,10.3064,21.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS208&5,Expedited,NGS,208,5,0.5344124168514413,10.498999999999999,22.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS224&5,Expedited,NGS,224,5,0.5510780201342281,10.702300000000001,23.84,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS240&5,Expedited,NGS,240,5,0.5671666007123071,10.9377,25.27,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS256&5,Expedited,NGS,256,5,0.5752023988005996,11.3336,26.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS272&5,Expedited,NGS,272,5,0.5801170627882228,11.8365,28.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS288&5,Expedited,NGS,288,5,0.5858803649881716,12.2538,29.59,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS304&5,Expedited,NGS,304,5,0.5914368556701031,12.6818,31.04,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS320&5,Expedited,NGS,320,5,0.594625850340136,13.1098,32.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS336&5,Expedited,NGS,336,5,0.5236664677804296,15.966700000000001,33.52,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS352&5,Expedited,NGS,352,5,0.532461273666093,16.2984,34.86,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS368&5,Expedited,NGS,368,5,0.5413650179607625,16.598000000000003,36.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS384&5,Expedited,NGS,384,5,0.5506412985630654,16.8869,37.58,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS400&5,Expedited,NGS,400,5,0.560383926286153,17.175800000000002,39.07,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS1&6,Expedited,NGS,1,6,0.3106082725060827,2.8334,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS2&6,Expedited,NGS,2,6,0.21428223844282235,3.2293000000000003,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS3&6,Expedited,NGS,3,6,0.20126520681265214,3.2828,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS4&6,Expedited,NGS,4,6,0.1908515815085159,3.3256,4.11,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS5&6,Expedited,NGS,5,6,0.2129306487695749,3.5181999999999998,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS6&6,Expedited,NGS,6,6,0.20335570469798658,3.561,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS7&6,Expedited,NGS,7,6,0.19378076062639826,3.6037999999999997,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS8&6,Expedited,NGS,8,6,0.18659955257270688,3.6359,4.47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS9&6,Expedited,NGS,9,6,0.236109022556391,4.0639,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS10&6,Expedited,NGS,10,6,0.23409774436090225,4.0746,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS11&6,Expedited,NGS,11,6,0.2320864661654135,4.0853,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS12&6,Expedited,NGS,12,6,0.21800751879699243,4.160200000000001,5.32,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS13&6,Expedited,NGS,13,6,0.33372606774668623,4.524000000000001,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS14&6,Expedited,NGS,14,6,0.3321502209131074,4.534700000000001,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15&6,Expedited,NGS,15,6,0.3242709867452135,4.5882000000000005,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15.99&6,Expedited,NGS,15.99,6,0.31166421207658324,4.6738,6.79,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS16&6,Expedited,NGS,16,6,0.3051306413301661,5.850800000000001,8.42,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS32&6,Expedited,NGS,32,6,0.3513443640124094,6.272500000000001,9.67,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS48&6,Expedited,NGS,48,6,0.34443289224952744,6.9359,10.58,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS64&6,Expedited,NGS,64,6,0.35618365627632675,7.642100000000001,11.87,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS80&6,Expedited,NGS,80,6,0.3906563421828908,8.2627,13.56,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS96&6,Expedited,NGS,96,6,0.4165931213497729,8.9903,15.41,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS112&6,Expedited,NGS,112,6,0.4417137911136757,9.675099999999999,17.33,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS128&6,Expedited,NGS,128,6,0.455897166841553,10.3706,19.06,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS144&6,Expedited,NGS,144,6,0.4764915662650603,10.862799999999998,20.75,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS160&6,Expedited,NGS,160,6,0.5101156583629893,11.012599999999999,22.48,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS176&6,Expedited,NGS,176,6,0.5351486374896779,11.2587,24.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS192&6,Expedited,NGS,192,6,0.557380401234568,11.4727,25.92,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS208&6,Expedited,NGS,208,6,0.5781084990958409,11.665299999999998,27.65,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS224&6,Expedited,NGS,224,6,0.5947511929107021,11.89,29.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS240&6,Expedited,NGS,240,6,0.610398073836276,12.1361,31.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS256&6,Expedited,NGS,256,6,0.6163269639065817,12.649700000000001,32.97,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS272&6,Expedited,NGS,272,6,0.6204447632711622,13.2275,34.85,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS288&6,Expedited,NGS,288,6,0.62555403930131,13.719700000000001,36.64,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS304&6,Expedited,NGS,304,6,0.6293738633411275,14.265400000000001,38.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS320&6,Expedited,NGS,320,6,0.6328041801443145,14.7576,40.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS336&6,Expedited,NGS,336,6,0.5688197270768494,18.0104,41.77,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS352&6,Expedited,NGS,352,6,0.5760312715566797,18.4384,43.49,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS368&6,Expedited,NGS,368,6,0.5849159663865545,18.770100000000003,45.22,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS384&6,Expedited,NGS,384,6,0.592895744680851,19.1339,47,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS400&6,Expedited,NGS,400,6,0.6000738007380073,19.5084,48.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS1&7,Expedited,NGS,1,7,0.32121718377088315,2.8441,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS2&7,Expedited,NGS,2,7,0.22673031026253,3.2399999999999998,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS3&7,Expedited,NGS,3,7,0.21396181384248225,3.2935,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS4&7,Expedited,NGS,4,7,0.20374701670644402,3.3363,4.19,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS5&7,Expedited,NGS,5,7,0.22441758241758236,3.5289,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS6&7,Expedited,NGS,6,7,0.21501098901098903,3.5717,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS7&7,Expedited,NGS,7,7,0.20325274725274722,3.6252,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS8&7,Expedited,NGS,8,7,0.1867912087912087,3.7001000000000004,4.55,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS9&7,Expedited,NGS,9,7,0.2504036697247707,4.0853,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS10&7,Expedited,NGS,10,7,0.24844036697247707,4.096,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS11&7,Expedited,NGS,11,7,0.24647706422018334,4.106700000000001,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS12&7,Expedited,NGS,12,7,0.23469724770642197,4.1709000000000005,5.45,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS13&7,Expedited,NGS,13,7,0.3284770114942529,4.6738,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS14&7,Expedited,NGS,14,7,0.32693965517241386,4.6845,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15&7,Expedited,NGS,15,7,0.3254022988505746,4.695200000000001,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15.99&7,Expedited,NGS,15.99,7,0.32386494252873554,4.705900000000001,6.96,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS16&7,Expedited,NGS,16,7,0.32203939745075305,5.850800000000001,8.63,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS32&7,Expedited,NGS,32,7,0.3667667667667668,6.3260000000000005,9.99,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS48&7,Expedited,NGS,48,7,0.3760248447204968,7.0322000000000005,11.27,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS64&7,Expedited,NGS,64,7,0.3657049180327868,7.7384,12.2,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS80&7,Expedited,NGS,80,7,0.4005436337625179,8.3804,13.98,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS96&7,Expedited,NGS,96,7,0.42556183301946027,9.150799999999998,15.93,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS112&7,Expedited,NGS,112,7,0.4490574456218628,9.8784,17.93,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS128&7,Expedited,NGS,128,7,0.4640708860759494,10.5846,19.75,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS144&7,Expedited,NGS,144,7,0.4840269391546679,11.1089,21.53,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS160&7,Expedited,NGS,160,7,0.5177834830979889,11.2694,23.37,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS176&7,Expedited,NGS,176,7,0.5431597774244832,11.494100000000001,25.16,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS192&7,Expedited,NGS,192,7,0.5648554484803558,11.7402,26.98,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS208&7,Expedited,NGS,208,7,0.5861223071577485,11.911399999999999,28.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS224&7,Expedited,NGS,224,7,0.603006215243703,12.1361,30.57,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS240&7,Expedited,NGS,240,7,0.6175508317929759,12.4143,32.46,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS256&7,Expedited,NGS,256,7,0.6234400465657741,12.938600000000001,34.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS272&7,Expedited,NGS,272,7,0.6277627958172813,13.527099999999999,36.34,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS288&7,Expedited,NGS,288,7,0.6325470711297072,14.0514,38.24,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS304&7,Expedited,NGS,304,7,0.6364358655043587,14.5971,40.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS320&7,Expedited,NGS,320,7,0.6392824791418356,15.1321,41.95,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS336&7,Expedited,NGS,336,7,0.5763646788990826,18.4705,43.6,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS352&7,Expedited,NGS,352,7,0.584806338028169,18.866400000000002,45.44,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS368&7,Expedited,NGS,368,7,0.5919330933728562,19.273,47.23,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS384&7,Expedited,NGS,384,7,0.6154760971786833,19.6261,51.04,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS400&7,Expedited,NGS,400,7,0.65020964360587,20.022000000000002,57.24,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS1&8,Expedited,NGS,1,8,0.34277522935779825,2.8655,4.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS2&8,Expedited,NGS,2,8,0.2544266055045873,3.2506999999999997,4.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS3&8,Expedited,NGS,3,8,0.24215596330275224,3.3042000000000002,4.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS4&8,Expedited,NGS,4,8,0.22988532110091753,3.3577,4.36,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS5&8,Expedited,NGS,5,8,0.24367521367521372,3.5395999999999996,4.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS6&8,Expedited,NGS,6,8,0.22767094017094014,3.6145,4.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS7&8,Expedited,NGS,7,8,0.21166666666666667,3.6894,4.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS8&8,Expedited,NGS,8,8,0.20023504273504267,3.7429,4.68,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS9&8,Expedited,NGS,9,8,0.27117437722419924,4.096,5.62,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS10&8,Expedited,NGS,10,8,0.2483274021352313,4.2244,5.62,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS11&8,Expedited,NGS,11,8,0.24642348754448384,4.235100000000001,5.62,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS12&8,Expedited,NGS,12,8,0.24451957295373672,4.2458,5.62,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS13&8,Expedited,NGS,13,8,0.3403356643356643,4.716600000000001,7.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS14&8,Expedited,NGS,14,8,0.3253706293706293,4.823600000000001,7.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15&8,Expedited,NGS,15,8,0.31788811188811184,4.8771,7.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS15.99&8,Expedited,NGS,15.99,8,0.29843356643356644,5.0162,7.15,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS16&8,Expedited,NGS,16,8,0.3433445566778899,5.850800000000001,8.91,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS32&8,Expedited,NGS,32,8,0.3805758157389635,6.454400000000001,10.42,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS48&8,Expedited,NGS,48,8,0.4044776119402985,7.182,12.06,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS64&8,Expedited,NGS,64,8,0.3949012158054711,7.963100000000001,13.16,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS80&8,Expedited,NGS,80,8,0.4306394199077126,8.6372,15.17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS96&8,Expedited,NGS,96,8,0.4534715025906736,9.4932,17.37,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS112&8,Expedited,NGS,112,8,0.4798575063613232,10.220799999999999,19.65,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS128&8,Expedited,NGS,128,8,0.4929742173112339,11.012599999999999,21.72,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS144&8,Expedited,NGS,144,8,0.5148486122792263,11.5369,23.78,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS160&8,Expedited,NGS,160,8,0.5476004636785162,11.7081,25.88,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS176&8,Expedited,NGS,176,8,0.5733714694315338,11.932799999999999,27.97,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS192&8,Expedited,NGS,192,8,0.5943560732113145,12.189599999999999,30.05,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS208&8,Expedited,NGS,208,8,0.6128362391033624,12.435699999999999,32.12,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,ExpeditedNGS224&8,Expedited,NGS,224,8,0.6298009950248756,12.649700000000001,34.17,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
