New Customer,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89
Customer,,Piccard Pet Supplies,,,,Billing Volume,,,,Product Mapping,,,,,,,,Customer P&L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of Darwin Accounts,,,,,,Exp Plus,Priority,Expedited,Ground,Exp Plus,Priority,Expedited,Ground,Direct,Linehaul,,,,Exp Plus,Priority,Expedited,Ground,Total,Total Per Pickup,,# of Weeks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,-,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,,,400,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Priority,,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1,2,3,4,5,6,7,8,,,Xparcel Priority,,,,,,,,,,Shipping Margin,,,,,,,,,,USPS $ Discount,,,,,,,,,,USPS % Discount,,,,,,,,,,Change in Customer Rate,,,,,,,,,,YOY ∆ in Customers USPS Discount,,,,,,,,,,Carrier Heatmap,,,,,,,,,,Carrier Heatmap,,,,,,,
,,0.024214058993439383,0,0.06807672842759531,0.13567278350813816,0.46890784870404495,0.07462051484415372,0.04823474796657828,0.18027331755605003,,Weight (oz),1,2,3,4,5.0,6.0,7,8,,Weight,1,2,3,4.0,5,6.0,7.0,8.0,,Weight,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,Weight,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,Weight,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,Weight,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,,Weight,1,2,3,4,5,6,7,8,,Weight,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0
1,0,0,,0,0,0,0,0,0,,1,3.38,3.41,3.44,3.52,3.58,3.66,3.72,3.87,,1,0.017639305645138492,0.026281775096940962,0.020996362834784454,0.02170400689358032,0.02221398501416505,0.022867946028539587,0.025887988584823884,0.02690522551648966,,1,0.22410000000000022,0.22705646437994742,0.2308000000000005,0.2463999999999998,0.24309999999999957,0.24870000000000028,0.26540000000000036,0.27715000000000073,,1,0.059129287598944646,0.06313802083333331,0.05979274611398977,0.06222222222222218,0.0604726368159203,0.06051094890510955,0.06334128878281631,0.06356651376146805,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.052416195676939004,0.051475932921245415,0.051377445567541535,0.05251555555555554,0.051784972773925464,0.05058787198203263,0.05190552052085151,0.052150048870426846,,1,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0,,0,0,0,0,0,0,,2,3.38,3.41,3.44,3.53,3.58,3.66,3.73,3.88,,2,0.014274096301073902,0.02294617170018487,0.017689849002534896,0.021253171864720644,0.01903677619211519,0.01976018439385696,0.025450109906865026,0.026481653393267246,,2,0.22410000000000022,0.22705646437994742,0.2308000000000005,0.23585000000000078,0.24309999999999957,0.24870000000000028,0.25485000000000074,0.26660000000000056,,2,0.059129287598944646,0.06313802083333331,0.05979274611398977,0.059558080808081004,0.0604726368159203,0.06051094890510955,0.06082338902147988,0.06114678899082582,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2,0.052416195676939004,0.051475932921245415,0.051377445567541535,0.052664747474747475,0.051784972773925464,0.05058787198203263,0.05204505148999361,0.05228480351867082,,2,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0,,0,0,0,0,0,0,,3,3.39,3.42,3.45,3.53,3.59,3.67,3.73,3.89,,3,0.016343021711473726,0.024971591696460793,0.019712892368981327,0.02044761891975333,0.02097717461616644,0.021656314165063195,0.024687750149295362,0.028253268192838688,,3,0.2135500000000002,0.21636728232189995,0.22025000000000008,0.23585000000000078,0.2325499999999997,0.2381500000000007,0.25485000000000074,0.25605,,3,0.05634564643799478,0.06039062500000003,0.057059585492228004,0.059558080808081004,0.05784825870646759,0.057944038929440556,0.06082338902147988,0.05872706422018348,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3,0.052571273178941835,0.05162688873626364,0.05152679860698206,0.052664747474747475,0.051929623535863834,0.05072609021149177,0.05204505148999361,0.05241955816691479,,3,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.028735632183908046,1.407794127525546,,3.957949327185775,7.887952529542917,27.26208422697936,4.338402025822892,2.8043458120103653,10.481006834654076,,4,3.39,3.42,3.45,3.53,3.59,3.67,3.74,3.89,,4,0.015783807965999763,0.024417283334719042,0.01916340407995054,0.01991058362310849,0.02044911483979983,0.021139765228508245,0.026788656005271583,0.02776593282081896,,4,0.2135500000000002,0.21636728232189995,0.22025000000000008,0.23585000000000078,0.2325499999999997,0.2381500000000007,0.24430000000000063,0.25605,,4,0.05634564643799478,0.06039062500000003,0.057059585492228004,0.059558080808081004,0.05784825870646759,0.057944038929440556,0.05830548926014334,0.05872706422018348,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4,0.052571273178941835,0.05162688873626364,0.05152679860698206,0.052664747474747475,0.051929623535863834,0.05072609021149177,0.05218458245913571,0.05241955816691479,,4,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0,0,,0,0,0,0,0,0,,5,3.76,3.8,3.84,3.91,3.95,3.99,4.06,4.18,,5,0.016083492991832093,0.026440508855075984,0.019302922590837213,0.02231488103174495,0.022616833643289924,0.022912732067134622,0.02575117316088049,0.02877616272477812,,5,0.24320000000000022,0.24724370546318314,0.2587999999999999,0.2549499999999999,0.2627499999999997,0.2605499999999993,0.26670000000000005,0.2701000000000005,,5,0.05776722090261288,0.06331775700934594,0.06004640371229697,0.0582077625570776,0.05931151241534982,0.05828859060402669,0.058615384615384625,0.05771367521367532,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,0.05195268456176061,0.05075618065466614,0.050559851145059787,0.05219571436430637,0.05151389336773071,0.051083401924781446,0.052420489023737304,0.05093439593439586,,5,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,,0,0,0,0,0,0,,6,3.76,3.8,3.85,3.91,3.95,3.99,4.06,4.18,,6,0.01557930825854592,0.025941631329508552,0.021357789130300953,0.02183003842377662,0.0221369008338832,0.022437610614213344,0.025284243457147526,0.02832263770153509,,6,0.24320000000000022,0.24724370546318314,0.2482499999999997,0.2549499999999999,0.2627499999999997,0.2605499999999993,0.26670000000000005,0.2701000000000005,,6,0.05776722090261288,0.06331775700934594,0.057598607888631026,0.0582077625570776,0.05931151241534982,0.05828859060402669,0.058615384615384625,0.05771367521367532,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6,0.05195268456176061,0.05075618065466614,0.0506915174240834,0.05219571436430637,0.05151389336773071,0.051083401924781446,0.052420489023737304,0.05093439593439586,,6,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0,0,,0,0,0,0,0,0,,7,3.76,3.8,3.85,3.91,3.96,4.0,4.07,4.18,,7,0.014823031158616495,0.025193315041157294,0.020619191235304868,0.021102774511823963,0.02388817080760186,0.024170616113743937,0.026980448781396604,0.02764235016667027,,7,0.24320000000000022,0.24724370546318314,0.2482499999999997,0.2549499999999999,0.25220000000000004,0.24999999999999978,0.25614999999999966,0.2701000000000005,,7,0.05776722090261288,0.06331775700934594,0.057598607888631026,0.0582077625570776,0.05693002257336344,0.055928411633109576,0.05629670329670322,0.05771367521367532,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7,0.05195268456176061,0.05075618065466614,0.0506915174240834,0.05219571436430637,0.05164430828764899,0.05121143050103405,0.052549603528721844,0.05093439593439586,,7,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.028735632183908046,1.407794127525546,,3.957949327185775,7.887952529542917,27.26208422697936,4.338402025822892,2.8043458120103653,10.481006834654076,,8,3.76,3.81,3.85,3.91,3.96,4.0,4.07,4.47,,8,0.0143188464253301,0.027254294634971532,0.020126792638640922,0.020617931903855635,0.02340944994973415,0.023696682464454888,0.021856841762054935,0.06400754901025252,,8,0.24320000000000022,0.24724370546318314,0.2482499999999997,0.2549499999999999,0.25220000000000004,0.24999999999999978,0.25614999999999966,-0.035849999999999764,,8,0.05776722090261288,0.06085280373831792,0.057598607888631026,0.0582077625570776,0.05693002257336344,0.055928411633109576,0.05629670329670322,-0.007660256410256361,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8,0.05195268456176061,0.050889749551125796,0.0506915174240834,0.05219571436430637,0.05164430828764899,0.05121143050103405,0.052549603528721844,0.054468121968121785,,8,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0,0,,0,0,0,0,0,0,,9,4.34,4.39,4.45,4.52,4.59,4.74,4.86,5.01,,9,0.018717103107868893,0.02989344589707299,0.025933223281324747,0.026338967411818848,0.02879740627161853,0.0315355850180975,0.03399450002925508,0.03453755995118768,,9,0.29130000000000067,0.2960852156057502,0.30525000000000024,0.3014000000000011,0.30755000000000093,0.31930000000000025,0.3227000000000004,0.33445000000000025,,9,0.05981519507186872,0.06435353535353561,0.06105000000000005,0.05944773175542428,0.05971844660194192,0.06001879699248125,0.05921100917431199,0.059510676156583675,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9,0.050875801132474696,0.051869526824750656,0.05150358649789033,0.05084066314835556,0.052023774470794315,0.05222117794486225,0.05095182155342226,0.05117108891455735,,9,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0,0,,0,0,0,0,0,0,,10,4.35,4.4,4.46,4.52,4.59,4.75,4.86,5.02,,10,0.018358119518439575,0.029513140887548528,0.025566913905595734,0.023822505557186346,0.026319321830891362,0.031179845347966917,0.03165408694634608,0.03419497365986268,,10,0.2807500000000012,0.2853619096509252,0.2947000000000005,0.3014000000000011,0.30755000000000093,0.3087500000000007,0.3227000000000004,0.32390000000000085,,10,0.05764887063655055,0.06222222222222218,0.0589400000000001,0.05944773175542428,0.05971844660194192,0.05803571428571441,0.05921100917431199,0.05763345195729552,,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10,0.05099302648070614,0.05198768064439696,0.051619324894514707,0.05084066314835556,0.052023774470794315,0.05233134920634919,0.05095182155342226,0.05127322681658242,,10,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0,,0,0,0,0,0,0,,11,4.35,4.4,4.46,4.52,4.6,4.75,4.86,5.02,,11,0.017704417933213312,0.028866867729427037,0.024929335005206776,0.023193390093528277,0.027817844632186284,0.030581192317286066,0.031068983675618722,0.033628519098959364,,11,0.2807500000000012,0.2853619096509252,0.2947000000000005,0.3014000000000011,0.2970000000000003,0.3087500000000007,0.3227000000000004,0.32390000000000085,,11,0.05764887063655055,0.06222222222222218,0.0589400000000001,0.05944773175542428,0.05766990291262142,0.05803571428571441,0.05921100917431199,0.05763345195729552,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11,0.05099302648070614,0.05198768064439696,0.051619324894514707,0.05084066314835556,0.052137116027375474,0.05233134920634919,0.05095182155342226,0.05127322681658242,,11,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.028735632183908046,1.407794127525546,,3.957949327185775,7.887952529542917,27.26208422697936,4.338402025822892,2.8043458120103653,10.481006834654076,,12,4.35,4.4,4.46,4.53,4.6,4.75,4.87,5.02,,12,0.017268616876395693,0.028436018957346043,0.02450428240494751,0.024931211617128413,0.02740572841541311,0.030182090296831943,0.03266930720048278,0.033250882725023856,,12,0.2807500000000012,0.2853619096509252,0.2947000000000005,0.29085000000000044,0.2970000000000003,0.3087500000000007,0.31215,0.32390000000000085,,12,0.05764887063655055,0.06222222222222218,0.0589400000000001,0.05736686390532553,0.05766990291262142,0.05803571428571441,0.05727522935779816,0.05763345195729552,,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12,0.05099302648070614,0.05198768064439696,0.051619324894514707,0.0509531424916041,0.052137116027375474,0.05233134920634919,0.051056660692421096,0.05127322681658242,,12,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0,0,,0,0,0,0,0,0,,13,5.49,5.55,5.64,5.71,5.84,6.05,6.2,6.38,,13,0.022263659044017947,0.03283378164894746,0.026419280024200797,0.02839451863779352,0.032169057975718895,0.03599545650385805,0.03638587371961466,0.03980151242775842,,13,0.37804999999999983,0.3835645056726092,0.37980000000000036,0.3759500000000003,0.3988000000000007,0.40725000000000006,0.4190000000000005,0.41910000000000086,,13,0.06127228525121553,0.06465654952076672,0.06000000000000005,0.05874218750000004,0.06079268292682938,0.059977908689248904,0.060201149425287426,0.058615384615384736,,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,13,0.05134920832813861,0.052051153230716185,0.05169999999999997,0.051172171025535396,0.05133930672104148,0.05108815713645376,0.05126175548589351,0.051373496709779864,,13,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0,0,,0,0,0,0,0,0,,14,5.49,5.55,5.64,5.71,5.84,6.05,6.21,6.38,,14,0.021918352195719915,0.03249220784765805,0.026083156868676682,0.02806251608137378,0.03184444588716473,0.0356821119423445,0.03763231601682049,0.03950437534356466,,14,0.37804999999999983,0.3835645056726092,0.37980000000000036,0.3759500000000003,0.3988000000000007,0.40725000000000006,0.4084500000000003,0.41910000000000086,,14,0.06127228525121553,0.06465654952076672,0.06000000000000005,0.05874218750000004,0.06079268292682938,0.059977908689248904,0.05868534482758625,0.058615384615384736,,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,14,0.05134920832813861,0.052051153230716185,0.05169999999999997,0.051172171025535396,0.05133930672104148,0.05108815713645376,0.05134443573667713,0.051373496709779864,,14,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.028735632183908046,1.407794127525546,,3.957949327185775,7.887952529542917,27.26208422697936,4.338402025822892,2.8043458120103653,10.481006834654076,,15,5.49,5.55,5.64,5.71,5.85,6.05,6.21,6.38,,15,0.02140039192327281,0.03197984714572388,0.0255789721353904,0.027564512246744388,0.03301332685218927,0.03521209510007428,0.037174409109294704,0.03905866971727401,,15,0.37804999999999983,0.3835645056726092,0.37980000000000036,0.3759500000000003,0.3882500000000001,0.40725000000000006,0.4084500000000003,0.41910000000000086,,15,0.06127228525121553,0.06465654952076672,0.06000000000000005,0.05874218750000004,0.05918445121951221,0.059977908689248904,0.05868534482758625,0.058615384615384736,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15,0.05134920832813861,0.052051153230716185,0.05169999999999997,0.051172171025535396,0.051427216492824,0.05108815713645376,0.05134443573667713,0.051373496709779864,,15,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.99,0,0,,0,0,0,0,0,0,,15.99,5.5,5.56,5.65,5.71,5.85,6.05,6.21,6.38,,15.99,0.021111589831968924,0.03167513382658793,0.025290441639055583,0.02557249690822616,0.03106898367561861,0.03333202773099364,0.0353427814791919,0.03727584721211108,,15.99,0.3675000000000004,0.3728606158833067,0.3692500000000001,0.3759500000000003,0.3882500000000001,0.40725000000000006,0.4084500000000003,0.41910000000000086,,15.99,0.05956239870340363,0.06297124600638981,0.05833333333333335,0.05874218750000004,0.05918445121951221,0.059977908689248904,0.05868534482758625,0.058615384615384736,,15.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15.99,0.05144274058374543,0.05214493909239315,0.05179166666666668,0.051172171025535396,0.051427216492824,0.05108815713645376,0.05134443573667713,0.051373496709779864,,15.99,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,15.99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.005747126436781607,0.28155882550510913,,0.7915898654371549,1.5775905059085833,5.452416845395873,0.8676804051645783,0.5608691624020731,2.0962013669308153,,16,6.38,6.46,6.61,6.75,7.42,7.69,7.95,8.49,,16,0.14870225378478363,0.15924464073481726,0.15968194104867695,0.1686852729506758,0.2296981387565309,0.23332449971958413,0.24051387522727952,0.270957189668358,,16,1.0107535443037983,1.0225925316455704,0.9646459208899875,0.9755136363636365,1.2258473290598293,1.3116712799167536,1.289029665314401,1.3739825779036836,,16,0.147987341772152,0.14808750000000004,0.1380037082818294,0.13681818181818184,0.16366452991452995,0.1557804370447451,0.149366125760649,0.15420679886685562,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16,0.028995195175293254,0.024090070694087418,0.008609201415412437,0.0010475507502206716,0.08787940594758759,0.06124360668760209,0.038788183024699885,0.043675517834084854,,16,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.17241379310344823,8.446764765153274,,23.74769596311465,47.327715177257495,163.57250536187615,26.030412154937352,16.826074872062193,62.88604100792446,,32,6.55,6.6,6.74,7.32,8.87,9.97,10.45,10.95,,32,0.1273832350493831,0.13399396811719078,0.142137904847624,0.10133892730427585,0.07350513205490572,0.06886536386410413,0.10564865416449332,0.14648661516154848,,32,1.2360308752997606,1.2548884892086336,1.3985706758304701,1.0777424749163889,0.7864798839458418,0.8941204055220012,1.4123323598130848,1.954849156118145,,32,0.17143285371702643,0.17792207792207804,0.18548682703321884,0.1390635451505018,0.09498549323017413,0.09246333045729072,0.14137461059190037,0.18760548523206766,,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,32,0.011074409002567065,0.015828215106193366,0.026989785613100503,0.02265622249603949,0.09156163806510476,0.02411523479741473,0.06240635662364624,0.06476949434368495,,32,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.17241379310344823,8.446764765153274,,23.74769596311465,47.327715177257495,163.57250536187615,26.030412154937352,16.826074872062193,62.88604100792446,,48,6.91,6.95,7.27,8.2,10.0,12.1,13.13,14.16,,48,0.12483453474256012,0.12987145828361013,0.1460067667555428,0.09027858051092341,0.055924170616113766,0.05401276879088157,0.11421692661427996,0.17864888746084007,,48,1.2613967999999998,1.2780819428571426,1.5301296610169492,1.0358873096446717,0.7845099739809197,0.8914067431850786,1.7159161260709919,2.5777932631578957,,48,0.16685142857142854,0.17243227990970644,0.1875158898305085,0.1217258883248733,0.08499566348655685,0.08425394548063125,0.15225520195838438,0.21374736842105269,,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,48,0.032653091279266966,0.02700687198429852,0.053187447392585185,0.05696913156811634,0.11627621089613627,0.013329636892567165,0.04709693322453423,0.02343842533162177,,48,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0,0,,0,0,0,0,0,0,,64,7.28,7.31,7.72,8.88,11.94,14.01,15.63,16.82,,64,0.1107233998229259,0.11437296179355672,0.13562360336910328,0.07881815464753839,0.06419935379901076,0.03792484041527533,0.120660535548056,0.18287301846706983,,64,1.17461017699115,1.1866420353982294,1.5249065590312831,0.9346266028708137,-0.22144983766233517,0.833434283030684,1.9285386027536966,2.8498226931567316,,64,0.1503982300884955,0.15530668127053693,0.1781432896064583,0.10350239234449765,-0.022459415584415332,0.07448027551659375,0.15912034676185616,0.21655187637969087,,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,64,0.0486906277493141,0.0356776858367468,0.06729176122217873,0.05654410139841415,0.02639154195097171,-0.00231235408990238,0.04709288311080617,0.03808428378709827,,64,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,DHL-M,,64,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.22988505747126436,11.262353020204367,,31.6635946174862,63.10362023634334,218.0966738158349,34.707216206583134,22.434766496082922,83.84805467723261,,80,7.68,7.71,8.19,9.45,13.29,15.99,18.14,19.59,,80,0.0903929699842021,0.09393229694924421,0.11694414064082304,0.054539983449935936,0.03461249059443183,0.024271686391672542,0.12110650705152648,0.18519217416759204,,80,0.9912782702702706,0.9999628108108112,1.3912793170731708,0.7951838842975217,0.10113263785395028,0.794133416252073,2.0514695518453436,3.0831229371688127,,80,0.1240648648648649,0.12818327974276522,0.15702926829268293,0.08450413223140507,0.009687034277198303,0.0674709784411277,0.159152021089631,0.2177346707040122,,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,80,0.05111291978477328,0.03701568197740224,0.08610991345397312,0.055268494451463535,0.0,0.029241217893807403,0.05218515221422271,0.04542590017938264,,80,DHL-M,DHL-M,DHL-M,DHL-M,USPS PM,DHL-M,DHL-M,DHL-M,,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.05747126436781609,2.815588255051092,,7.91589865437155,15.775905059085835,54.52416845395872,8.676804051645783,5.6086916240207305,20.962013669308153,,96,8.14,8.17,8.72,10.04,14.21,17.71,20.75,22.5,,96,0.06890086984873711,0.07162373032769276,0.09778686029827377,0.020977700572119007,0.035186488388458836,0.03661144130956617,0.1215668360646377,0.18441284886782505,,96,0.7533500000000004,0.7588825581395353,1.2189790763430715,0.6375165048543698,0.1075121951219501,0.9219188707280843,2.1691011721752504,3.28341584158416,,96,0.09220930232558144,0.09460609243697482,0.13293119698397726,0.06511915269196833,0.009756097560975507,0.07458890539871232,0.15867601844734824,0.21658415841584167,,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,96,0.05603646281940855,0.03867509572284533,0.07841937786784159,0.047698002413675056,0.0,0.05332384515774846,0.05256127773685415,0.04860308586063644,,96,DHL-M,DHL-M,DHL-M,DHL-M,USPS PM,DHL-M,DHL-M,DHL-M,,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.011494252873563215,0.5631176510102183,,1.5831797308743099,3.1551810118171666,10.904833690791746,1.7353608103291567,1.1217383248041461,4.1924027338616305,,112,8.53,8.58,9.32,11.82,15.19,21.52,22.97,24.84,,112,0.043242972947444946,0.04881848009810097,0.08467750137298369,0.04230118443316411,0.03620803159973662,0.03996282527881034,0.10577778144581729,0.16470148285520214,,112,0.6571685963114762,0.6626255122950828,1.0949879279279278,0.10371859296482343,0.11411342894393811,0.13226310947562062,2.024127825159916,3.2807662298079863,,112,0.07795594262295091,0.08009146341463413,0.11418018018018017,0.01005025125628134,0.009778357235984414,0.010119595216191324,0.13882906894100933,0.2012740018287108,,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,112,0.06039589895482844,0.044085073638276184,0.0632728442728443,0.04598364301789404,0.0,0.0537665399300612,0.05088589995342929,0.046362682899333096,,112,DHL-M,DHL-M,DHL-M,USPS PM,USPS PM,USPS PM,DHL-M,DHL-M,,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.011494252873563215,0.5631176510102183,,1.5831797308743099,3.1551810118171666,10.904833690791746,1.7353608103291567,1.1217383248041461,4.1924027338616305,,128,8.96,9,9.89,12.45,16.23,23.1,25.14,27.18,,128,0.02885917400135407,0.033175355450236865,0.07896817600237671,0.0425702811244979,0.0369685767097967,0.04112554112554112,0.09473771524015273,0.1508252862259326,,128,0.6198808259587022,0.6234068829891841,1.033559974204644,0.11232909379968287,0.12017083587553444,0.13585083583368868,1.9131122604097819,3.285166827059157,,128,0.07052114060963621,0.07184750733137846,0.10284178847807401,0.010333863275039823,0.009762050030506453,0.009858551221602951,0.12350627891606081,0.1883696575148599,,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,128,0.047050066229470944,0.029004765395894472,0.053976701878256206,0.038409833547541794,0.0,0.051337360960106215,0.04957820629036247,0.044336821693964246,,128,DHL-M,DHL-M,DHL-M,USPS PM,USPS PM,USPS PM,DHL-M,DHL-M,,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
