CY Base,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,PY Base,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,YoY Change,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
Exp Plus1&768,Exp Plus,1,768,40.12,44.25,50.46,62.0,90.37,104.94,119.5,140.61,,Exp Plus1&768,Exp Plus,1,768,33.35,37.43,44.24,56.77,79.29,97.92,113.76,133.52,,0.2029985007496251,0.1822067860005343,0.14059674502712483,0.09212612295226341,0.13974019422373551,0.07169117647058809,0.05045710267229242,0.05310065907729178
Exp Plus1&784,Exp Plus,1,784,40.71,44.88,51.14,62.84,91.74,106.33,120.91,142.23,,Exp Plus1&784,Exp Plus,1,784,33.62,37.72,44.54,57.26,80.5,99.29,114.98,134.85,,0.21088637715645464,0.18981972428419946,0.14818140996856766,0.09745022703457917,0.1396273291925465,0.0709034142411118,0.05157418681509829,0.054727474972191326
Exp Plus1&800,Exp Plus,1,800,41.29,45.49,51.81,63.66,93.09,107.78,122.47,143.92,,Exp Plus1&800,Exp Plus,1,800,33.75,37.91,44.85,57.75,81.72,100.7,116.47,136.3,,0.22340740740740728,0.19994724347137982,0.15518394648829426,0.10233766233766217,0.1391336270190897,0.07030784508440902,0.051515411693998425,0.05590608950843712
Exp Plus1&816,Exp Plus,1,816,41.86,46.11,52.46,64.46,94.42,109.28,124.14,145.55,,Exp Plus1&816,Exp Plus,1,816,34.3,38.37,45.17,58.2,83.12,102.11,118.17,137.64,,0.2204081632653061,0.20172009382329947,0.16139030329864945,0.10756013745704451,0.13594802694898944,0.07021839193027124,0.050520436659050594,0.05746875908166249
Exp Plus1&832,Exp Plus,1,832,42.43,46.7,53.1,65.25,95.72,110.8,125.87,147.3,,Exp Plus1&832,Exp Plus,1,832,34.86,38.84,45.48,58.69,83.71,103.11,119.98,139.2,,0.2171543316121629,0.20236869207003094,0.1675461741424804,0.11177372635883454,0.14347150878031312,0.07458054504897671,0.049091515252542184,0.05818965517241392
Exp Plus1&848,Exp Plus,1,848,42.98,47.29,53.72,66.01,96.99,112.35,127.7,149.19,,Exp Plus1&848,Exp Plus,1,848,35.59,39.42,45.79,59.17,84.4,104.0,121.99,141.03,,0.20764259623489734,0.19964485032978185,0.17318191744922462,0.11559912117627191,0.14917061611374405,0.08028846153846159,0.04680711533732285,0.05786002978089755
Exp Plus1&864,Exp Plus,1,864,43.54,47.85,54.33,66.76,98.25,113.83,129.41,151.19,,Exp Plus1&864,Exp Plus,1,864,36.17,39.9,46.11,59.65,85.13,104.75,123.76,143.08,,0.2037600221177771,0.1992481203007519,0.17826935588809367,0.11919530595138328,0.15411723246799025,0.08668257756563236,0.045652876535229314,0.05668157674028507
Exp Plus1&880,Exp Plus,1,880,44.08,48.42,54.93,67.49,99.48,115.36,131.24,153.11,,Exp Plus1&880,Exp Plus,1,880,36.79,40.4,46.41,60.13,85.68,105.64,125.77,144.97,,0.19815167164990477,0.1985148514851487,0.18358112475759536,0.12240146349575909,0.161064425770308,0.09201060204468003,0.04349208873340227,0.0561495481823826
Exp Plus1&896,Exp Plus,1,896,44.63,48.98,55.5,68.21,100.69,116.82,132.94,154.83,,Exp Plus1&896,Exp Plus,1,896,37.35,40.87,46.74,60.62,86.33,106.34,127.53,146.48,,0.19491298527443113,0.19843405921213608,0.18741976893453138,0.12520620257340798,0.16633846866674395,0.09855181493323295,0.04242139104524423,0.05700436919716023
Exp Plus1&912,Exp Plus,1,912,45.16,49.52,56.07,68.91,101.87,118.02,134.16,156.3,,Exp Plus1&912,Exp Plus,1,912,38.01,41.4,47.05,61.1,86.85,107.17,128.37,147.52,,0.18810839252828204,0.19613526570048312,0.19171094580233805,0.12782324058919792,0.17294185377086935,0.10124101894186799,0.04510399626080863,0.05951735357917576
Exp Plus1&928,Exp Plus,1,928,45.68,50.05,56.63,69.58,103.04,119.3,135.56,157.9,,Exp Plus1&928,Exp Plus,1,928,38.65,41.91,47.36,61.57,87.41,107.81,129.56,148.79,,0.18188874514877096,0.19422572178477693,0.19573479729729737,0.13009582588923174,0.1788124928497885,0.10657638437992767,0.04631058968817525,0.061227233012971505
Exp Plus1&944,Exp Plus,1,944,46.2,50.59,57.16,70.24,104.17,120.47,136.77,159.39,,Exp Plus1&944,Exp Plus,1,944,39.26,42.42,47.68,62.05,87.93,108.43,130.39,149.87,,0.17677024961793197,0.19259783121169272,0.1988255033557047,0.13199033037872687,0.18469236892983054,0.11103938024531956,0.048930132678886684,0.06352171882297974
Exp Plus1&960,Exp Plus,1,960,46.71,51.09,57.68,70.87,105.29,121.64,137.98,160.82,,Exp Plus1&960,Exp Plus,1,960,39.79,42.86,47.99,62.52,88.44,108.98,131.22,150.84,,0.17391304347826098,0.19202053196453583,0.20191706605542814,0.1335572616762637,0.19052464947987335,0.1161681042393099,0.05151653711324489,0.06616282153274988
Exp Plus1&976,Exp Plus,1,976,47.22,51.6,58.18,71.5,106.37,122.97,139.57,162.87,,Exp Plus1&976,Exp Plus,1,976,40.51,43.42,48.29,63.01,88.87,109.6,132.77,152.97,,0.16563811404591466,0.18839244587747572,0.2048043073100021,0.13474051737819392,0.1969168448295262,0.12198905109489067,0.05121638924455807,0.0647185722690724
Exp Plus1&992,Exp Plus,1,992,47.72,52.1,58.67,72.1,107.43,124.31,141.19,165.14,,Exp Plus1&992,Exp Plus,1,992,41.06,43.89,48.61,63.48,89.27,110.12,134.38,155.52,,0.1622016561130053,0.18705855547960804,0.20695330178975535,0.13579080025204782,0.20342780329337984,0.12885942608063927,0.050677184104777506,0.06185699588477345
Exp Plus1&1008,Exp Plus,1,1008,48.2,52.59,59.15,72.68,108.48,125.4,142.31,167.4,,Exp Plus1&1008,Exp Plus,1,1008,41.88,44.52,48.93,63.97,89.74,110.76,135.04,158.06,,0.15090735434574976,0.18126684636118595,0.2088698140200287,0.1361575738627483,0.20882549587697796,0.1321776814734561,0.05383590047393372,0.05909148424648869
Exp Plus1&1024,Exp Plus,1,1024,48.69,53.06,59.61,73.24,109.51,126.46,143.41,169.63,,Exp Plus1&1024,Exp Plus,1,1024,42.27,44.88,49.23,64.46,90.15,111.26,135.66,160.54,,0.1518807665010644,0.18226381461675567,0.21084704448507008,0.13620850139621465,0.21475318912922914,0.13661693330936542,0.05712811440365617,0.05662140276566596
Exp Plus1&1040,Exp Plus,1,1040,49.16,53.52,60.05,73.79,110.5,127.53,144.55,171.84,,Exp Plus1&1040,Exp Plus,1,1040,42.94,45.41,49.54,64.96,90.42,111.59,136.36,162.97,,0.14485328365160677,0.1785950231226603,0.21215179652805816,0.13592980295566526,0.2220747622207475,0.1428443408907607,0.06006160164271046,0.05442719518929873
Exp Plus1&1056,Exp Plus,1,1056,49.64,53.98,60.48,74.32,111.47,128.51,145.54,174.14,,Exp Plus1&1056,Exp Plus,1,1056,43.56,45.93,49.87,65.43,90.84,112.16,136.77,165.58,,0.1395775941230486,0.1752667102111909,0.21275315821134955,0.1358703958428853,0.22710259797446053,0.14577389443651922,0.0641222490312201,0.05169706486290604
Exp Plus1&1072,Exp Plus,1,1072,50.1,54.42,60.9,74.83,112.42,129.52,146.61,176.18,,Exp Plus1&1072,Exp Plus,1,1072,44.28,46.49,50.18,66.55,91.17,112.52,137.33,167.7,,0.13143631436314362,0.17057431705743165,0.21363092865683542,0.12441773102930132,0.23308105736536144,0.15108425168858886,0.06757445569067211,0.050566487775790314
Exp Plus1&1088,Exp Plus,1,1088,50.56,54.86,61.3,75.33,113.34,130.55,147.76,178.06,,Exp Plus1&1088,Exp Plus,1,1088,44.83,46.95,50.48,67.38,91.41,113.96,138.06,169.51,,0.1278161945126033,0.16847710330138432,0.2143423137876388,0.11798753339269807,0.2399081063340991,0.1455773955773958,0.07025930754744314,0.05043950209427184
Exp Plus1&1104,Exp Plus,1,1104,51.01,55.28,61.68,75.8,114.24,131.56,148.88,179.95,,Exp Plus1&1104,Exp Plus,1,1104,45.5,47.49,50.81,68.26,91.69,115.35,138.71,171.34,,0.12109890109890098,0.16403453358601805,0.21393426490848255,0.1104600058599472,0.24593739775329904,0.14052882531426092,0.07331843414317629,0.05025096299754872
Exp Plus1&1120,Exp Plus,1,1120,51.45,55.7,62.05,76.25,115.13,132.53,149.93,181.89,,Exp Plus1&1120,Exp Plus,1,1120,46.01,47.92,51.12,69.34,91.99,116.76,139.23,173.27,,0.11823516626820263,0.16235392320534237,0.21381064162754315,0.09965387943466975,0.2515490814218937,0.13506337786913325,0.07685125332184173,0.04974894673053609
Exp Plus2&1,Exp Plus,2,1,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Exp Plus2&1,Exp Plus,2,1,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Exp Plus2&2,Exp Plus,2,2,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Exp Plus2&2,Exp Plus,2,2,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Exp Plus2&3,Exp Plus,2,3,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Exp Plus2&3,Exp Plus,2,3,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Exp Plus2&4,Exp Plus,2,4,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Exp Plus2&4,Exp Plus,2,4,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Exp Plus2&5,Exp Plus,2,5,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Exp Plus2&5,Exp Plus,2,5,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Exp Plus2&6,Exp Plus,2,6,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Exp Plus2&6,Exp Plus,2,6,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Exp Plus2&7,Exp Plus,2,7,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Exp Plus2&7,Exp Plus,2,7,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Exp Plus2&8,Exp Plus,2,8,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Exp Plus2&8,Exp Plus,2,8,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Exp Plus2&9,Exp Plus,2,9,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Exp Plus2&9,Exp Plus,2,9,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Exp Plus2&10,Exp Plus,2,10,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Exp Plus2&10,Exp Plus,2,10,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Exp Plus2&11,Exp Plus,2,11,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Exp Plus2&11,Exp Plus,2,11,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Exp Plus2&12,Exp Plus,2,12,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Exp Plus2&12,Exp Plus,2,12,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Exp Plus2&13,Exp Plus,2,13,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Exp Plus2&13,Exp Plus,2,13,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Exp Plus2&14,Exp Plus,2,14,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Exp Plus2&14,Exp Plus,2,14,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Exp Plus2&15,Exp Plus,2,15,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Exp Plus2&15,Exp Plus,2,15,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Exp Plus2&15.99,Exp Plus,2,15.99,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Exp Plus2&15.99,Exp Plus,2,15.99,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Exp Plus2&16,Exp Plus,2,16,7.9,8.0,8.09,8.25,9.36,9.61,9.86,10.59,,Exp Plus2&16,Exp Plus,2,16,7.64,7.78,8.01,8.24,8.47,8.96,9.43,10.07,,0.03403141361256545,0.028277634961439535,0.009987515605493158,0.0012135922330096527,0.10507674144037771,0.0725446428571428,0.04559915164369022,0.05163853028798404
Exp Plus2&32,Exp Plus,2,32,8.34,8.47,8.73,8.97,10.34,11.59,12.84,14.22,,Exp Plus2&32,Exp Plus,2,32,8.23,8.31,8.45,8.74,9.39,11.29,11.97,13.17,,0.013365735115431265,0.01925391095066198,0.03313609467455625,0.026315789473684292,0.10117145899893498,0.02657218777679371,0.07268170426065157,0.07972665148063784
Exp Plus2&48,Exp Plus,2,48,8.75,8.86,9.44,9.85,11.53,13.94,16.34,19.0,,Exp Plus2&48,Exp Plus,2,48,8.42,8.58,8.86,9.25,10.23,13.74,15.48,18.45,,0.039192399049881255,0.03263403263403264,0.06546275395033851,0.06486486486486487,0.1270772238514173,0.01455604075691408,0.05555555555555558,0.02981029810298108
Exp Plus2&64,Exp Plus,2,64,9.04,9.13,9.91,10.45,12.32,15.97,19.61,22.65,,Exp Plus2&64,Exp Plus,2,64,8.55,8.76,9.16,9.83,12.01,16.01,18.57,21.6,,0.057309941520467644,0.042237442922374635,0.08187772925764203,0.06307222787385536,0.025811823480432983,-0.002498438475952547,0.05600430802369405,0.04861111111111094
Exp Plus2&80,Exp Plus,2,80,9.25,9.33,10.25,10.89,13.42,18.09,22.76,26.42,,Exp Plus2&80,Exp Plus,2,80,8.74,8.95,9.3,10.27,13.42,17.54,21.43,24.97,,0.0583524027459954,0.042458100558659284,0.10215053763440851,0.060370009737098496,0.0,0.03135689851767398,0.062062529164722546,0.05806968362034448
Exp Plus2&96,Exp Plus,2,96,9.46,9.52,10.61,11.33,14.35,20.19,26.02,30.3,,Exp Plus2&96,Exp Plus,2,96,8.91,9.13,9.73,10.78,14.35,19.09,24.49,28.53,,0.06172839506172845,0.042716319824753324,0.09044193216855079,0.051020408163265474,0.0,0.05762179151388169,0.06247447937933859,0.062039957939011625
Exp Plus2&112,Exp Plus,2,112,9.76,9.84,11.1,11.94,15.34,21.74,28.14,32.81,,Exp Plus2&112,Exp Plus,2,112,9.16,9.39,10.36,11.41,15.34,20.62,26.57,31.01,,0.06550218340611358,0.047923322683705916,0.0714285714285714,0.04645048203330404,0.0,0.054316197866149274,0.05908919834399695,0.058045791680103154
Exp Plus2&128,Exp Plus,2,128,10.17,10.23,11.63,12.58,16.39,23.33,30.26,35.33,,Exp Plus2&128,Exp Plus,2,128,9.68,9.92,10.97,12.11,16.39,22.18,28.64,33.5,,0.05061983471074383,0.03125,0.06016408386508654,0.03881090008257648,0.0,0.05184851217312891,0.056564245810055924,0.05462686567164177
Exp Plus2&144,Exp Plus,2,144,10.74,10.82,12.22,13.26,17.49,24.94,32.38,37.84,,Exp Plus2&144,Exp Plus,2,144,10.26,10.51,11.64,12.89,17.49,23.72,30.72,35.97,,0.04678362573099415,0.02949571836346343,0.04982817869415812,0.028704422032583388,0.0,0.051433389544688124,0.05403645833333348,0.051987767584098066
Exp Plus2&160,Exp Plus,2,160,11.46,11.53,12.83,13.96,18.57,26.54,34.5,40.24,,Exp Plus2&160,Exp Plus,2,160,10.82,11.09,12.31,13.65,18.57,25.26,32.8,38.24,,0.05914972273567476,0.039675383228133354,0.04224207961007309,0.022710622710622852,0.0,0.05067300079176551,0.051829268292683084,0.05230125523012541
Exp Plus2&176,Exp Plus,2,176,12.48,12.53,13.47,14.67,19.65,28.12,36.58,42.64,,Exp Plus2&176,Exp Plus,2,176,11.49,11.78,12.96,14.41,19.65,26.8,34.81,40.49,,0.08616187989556146,0.06366723259762308,0.03935185185185186,0.018043025676613533,0.0,0.0492537313432837,0.05084745762711851,0.053099530748332846
Exp Plus2&192,Exp Plus,2,192,13.11,13.18,14.07,15.37,20.8,29.7,38.6,45.03,,Exp Plus2&192,Exp Plus,2,192,11.99,12.29,13.61,15.16,20.8,28.34,36.7,42.74,,0.09341117597998316,0.07241659886086249,0.033798677443056535,0.01385224274406327,0.0,0.04798870853916726,0.05177111716621252,0.053579784744969494
Exp Plus2&208,Exp Plus,2,208,13.7,13.79,14.67,16.04,21.93,31.28,40.62,47.43,,Exp Plus2&208,Exp Plus,2,208,12.53,12.84,14.26,15.9,21.93,29.86,38.58,45.0,,0.09337589784517153,0.07398753894081,0.028751753155680237,0.008805031446540879,0.0,0.04755525787006043,0.05287713841368591,0.05400000000000005
Exp Plus2&224,Exp Plus,2,224,14.21,14.35,15.22,16.65,23.05,32.85,42.64,49.83,,Exp Plus2&224,Exp Plus,2,224,13.11,13.44,14.9,16.64,23.05,31.27,40.47,47.26,,0.08390541571319621,0.06770833333333326,0.021476510067114152,0.0006009615384614531,0.0,0.05052766229613059,0.05361996540647396,0.05438002539145148
Exp Plus2&240,Exp Plus,2,240,14.64,14.79,15.69,17.2,24.17,34.42,44.66,52.23,,Exp Plus2&240,Exp Plus,2,240,13.53,13.87,15.54,17.37,24.17,32.66,42.36,49.52,,0.08203991130820398,0.06633020908435472,0.009652509652509744,-0.009786989061600582,0.0,0.05388854868340487,0.05429650613786574,0.05472536348949908
Exp Plus2&256,Exp Plus,2,256,14.98,15.15,16.09,17.68,25.29,35.99,46.68,54.62,,Exp Plus2&256,Exp Plus,2,256,14.22,14.57,16.18,18.1,25.29,34.07,44.25,51.77,,0.053445850914205284,0.03980782429649965,-0.005562422744128548,-0.023204419889502836,0.0,0.05635456413266815,0.05491525423728816,0.055051187946687064
Exp Plus2&272,Exp Plus,2,272,15.31,15.51,16.5,18.17,26.39,50.13,50.13,57.02,,Exp Plus2&272,Exp Plus,2,272,14.72,15.09,16.81,18.83,26.39,35.46,46.14,54.03,,0.04008152173913038,0.027833001988071482,-0.01844140392623428,-0.03505045140732854,0.0,0.41370558375634525,0.08647594278283499,0.055339626133629416
Exp Plus2&288,Exp Plus,2,288,15.7,15.91,16.94,18.67,27.5,50.13,50.71,59.41,,Exp Plus2&288,Exp Plus,2,288,15.31,15.69,17.44,19.55,27.5,36.86,48.02,56.28,,0.025473546701502148,0.014021669853409913,-0.028669724770642224,-0.04501278772378514,0.0,0.36001085187194803,0.05601832569762588,0.05561478322672353
Exp Plus2&304,Exp Plus,2,304,16.06,16.31,17.37,19.15,28.62,50.13,52.73,61.8,,Exp Plus2&304,Exp Plus,2,304,15.82,16.22,18.07,20.28,28.62,38.27,49.91,58.53,,0.015170670037926604,0.0055487053020961685,-0.038738240177089045,-0.05571992110453661,0.0,0.30990331852626074,0.05650170306551794,0.05586878523833927
Exp Plus2&320,Exp Plus,2,320,16.78,17.24,18.46,19.81,29.72,50.13,54.75,64.21,,Exp Plus2&320,Exp Plus,2,320,16.27,16.68,18.7,21.0,29.72,39.67,51.8,60.8,,0.031346035648432746,0.033573141486810565,-0.012834224598930355,-0.056666666666666754,0.0,0.2636753214015628,0.056949806949807114,0.056085526315789336
Exp Plus2&336,Exp Plus,2,336,17.82,18.85,19.94,21.03,30.97,50.13,58.26,68.17,,Exp Plus2&336,Exp Plus,2,336,16.75,17.17,19.36,22.13,30.97,41.8,53.7,62.72,,0.06388059701492543,0.09784507862550962,0.02995867768595062,-0.049706281066425606,0.0,0.19928229665071795,0.08491620111731835,0.08689413265306123
Exp Plus2&352,Exp Plus,2,352,19.14,20.5,21.8,23.22,32.68,50.13,61.82,72.17,,Exp Plus2&352,Exp Plus,2,352,17.75,18.2,20.73,23.88,32.68,44.04,55.68,64.7,,0.0783098591549296,0.12637362637362637,0.051616015436565466,-0.027638190954773822,0.0,0.13828337874659402,0.11027298850574718,0.11545595054095825
Exp Plus2&368,Exp Plus,2,368,20.74,22.35,24.05,26.37,35.41,50.41,65.41,76.2,,Exp Plus2&368,Exp Plus,2,368,18.81,19.28,22.21,25.78,34.48,46.41,57.72,66.74,,0.10260499734183948,0.15923236514522832,0.08284556506078333,0.022885958107059734,0.026972157772621852,0.08618832148243905,0.13322938322938316,0.1417440815103388
Exp Plus2&384,Exp Plus,2,384,22.6,24.4,26.68,30.51,41.53,55.28,69.03,80.27,,Exp Plus2&384,Exp Plus,2,384,19.95,20.45,23.79,27.85,36.4,48.9,59.84,68.84,,0.1328320802005014,0.1931540342298288,0.12147961328289192,0.09551166965888691,0.1409340659340661,0.13047034764826182,0.15357620320855614,0.16603718768158027
Exp Plus2&400,Exp Plus,2,400,24.42,26.61,29.66,35.32,48.81,60.76,72.71,84.37,,Exp Plus2&400,Exp Plus,2,400,21.16,21.69,25.5,30.1,38.42,51.53,62.05,71.01,,0.15406427221172025,0.22683264177040097,0.16313725490196074,0.173421926910299,0.2704320666319626,0.17911895982922554,0.17179693795326334,0.18814251513871283
Exp Plus2&416,Exp Plus,2,416,25.33,27.71,31.15,37.72,52.46,67.75,83.03,96.99,,Exp Plus2&416,Exp Plus,2,416,23.66,26.16,30.34,39.1,50.9,64.83,76.85,89.34,,0.07058326289095507,0.05925076452599387,0.026697429136453454,-0.03529411764705892,0.030648330058939077,0.04504087613759067,0.08041639557579705,0.08562793821356607
Exp Plus2&432,Exp Plus,2,432,26.25,28.8,32.65,40.12,56.1,70.47,84.84,99.66,,Exp Plus2&432,Exp Plus,2,432,25.15,27.62,31.73,41.52,55.54,65.72,78.81,92.66,,0.04373757455268401,0.042722664735698856,0.028994642294358552,-0.033718689788054035,0.010082823190493473,0.0722763237979307,0.07651313285116101,0.07554500323764302
Exp Plus2&448,Exp Plus,2,448,26.98,29.65,33.64,41.35,57.96,72.28,86.6,102.55,,Exp Plus2&448,Exp Plus,2,448,26.02,28.32,32.17,42.71,57.01,66.64,80.69,96.37,,0.0368946963873944,0.046963276836158085,0.04569474665837725,-0.03184265979864198,0.016663743202946835,0.08463385354141661,0.07324327673813347,0.06412784061429888
Exp Plus2&464,Exp Plus,2,464,27.69,30.47,34.63,42.55,59.81,74.1,88.38,104.9,,Exp Plus2&464,Exp Plus,2,464,26.9,29.01,32.51,43.89,57.78,67.78,82.6,99.09,,0.029368029739777146,0.05032747328507403,0.06521070439864673,-0.030530872636135853,0.03513326410522666,0.09324284449690157,0.06997578692493955,0.058633565445554536
Exp Plus2&480,Exp Plus,2,480,28.41,31.28,35.6,43.75,61.63,75.89,90.14,106.94,,Exp Plus2&480,Exp Plus,2,480,27.79,29.73,32.98,44.92,58.58,69.73,84.47,101.21,,0.022310183519251625,0.052135889673730285,0.0794420861127958,-0.026046304541406995,0.05206555138272462,0.08834074286533777,0.06712442287202558,0.05661495899614666
Exp Plus2&496,Exp Plus,2,496,29.12,32.09,36.55,44.91,63.42,77.67,91.92,109.11,,Exp Plus2&496,Exp Plus,2,496,28.67,30.41,33.31,45.64,59.34,70.76,86.38,103.57,,0.015695849319846467,0.05524498520223631,0.09726808766136275,-0.015994741454864236,0.06875631951466121,0.09765404183154325,0.06413521648529752,0.053490392970937606
Exp Plus2&512,Exp Plus,2,512,29.82,32.89,37.48,46.06,65.19,79.45,93.7,111.03,,Exp Plus2&512,Exp Plus,2,512,28.96,30.86,34.03,46.41,60.04,71.71,88.29,105.46,,0.029696132596685132,0.06578094620868447,0.10138113429327045,-0.007541478129713286,0.08577614923384402,0.10793473713568558,0.06127534262090828,0.05281623364308752
Exp Plus2&528,Exp Plus,2,528,30.52,33.68,38.41,47.19,66.94,81.2,95.46,113.11,,Exp Plus2&528,Exp Plus,2,528,29.36,31.47,34.99,47.58,60.84,73.13,90.17,107.64,,0.03950953678474112,0.07022561169367658,0.09774221206058864,-0.008196721311475419,0.10026298487836938,0.11035142896212236,0.05866696240434721,0.050817539947974666
Exp Plus2&544,Exp Plus,2,544,31.2,34.45,39.31,48.31,68.68,82.96,97.24,115.15,,Exp Plus2&544,Exp Plus,2,544,29.56,31.94,35.92,48.8,62.17,74.92,92.07,109.76,,0.05548037889039237,0.07858484658735132,0.09437639198218273,-0.010040983606557252,0.1047128840276661,0.10731446876668427,0.056152927120669105,0.049107142857142794
Exp Plus2&560,Exp Plus,2,560,31.88,35.22,40.2,49.4,70.38,84.7,99.01,116.97,,Exp Plus2&560,Exp Plus,2,560,29.84,32.44,36.77,49.5,63.51,76.96,93.96,111.46,,0.06836461126005355,0.08569667077681875,0.09328256731030726,-0.002020202020202033,0.10817194142654696,0.10057172557172578,0.053746275010642997,0.049434774807105786
Exp Plus2&576,Exp Plus,2,576,32.57,35.97,41.08,50.48,72.05,86.26,100.47,118.94,,Exp Plus2&576,Exp Plus,2,576,30.13,33.03,37.86,50.17,64.9,78.95,95.26,113.45,,0.0809824095585796,0.08900999091734785,0.08505018489170624,0.006178991429140801,0.11016949152542366,0.09259024699176699,0.05469242074322889,0.04839136183340664
Exp Plus2&592,Exp Plus,2,592,33.23,36.72,41.95,51.55,73.71,87.81,101.9,120.89,,Exp Plus2&592,Exp Plus,2,592,30.41,33.47,38.57,50.89,66.06,81.06,96.52,115.4,,0.09273265373232475,0.09710188228264127,0.08763287529167751,0.012969149145215075,0.11580381471389622,0.08327165062916353,0.055739743058433655,0.047573656845753876
