CY Base,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,PY Base,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,YoY Change,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
Expedited3&992,Expedited,3,992,41.23,42.9,50.7,61.84,78.53,93.26,109.97,131.85,,Expedited3&992,Expedited,3,992,38.77,40.55,44.52,57.6,74.26,87.47,103.17,122.52,,0.06345112200154746,0.05795314426633791,0.13881401617250666,0.07361111111111107,0.05750067330999187,0.06619412369955424,0.06591063293593091,0.07615083251714005
Expedited3&1008,Expedited,3,1008,41.65,42.92,51.11,62.45,78.54,93.91,110.88,131.86,,Expedited3&1008,Expedited,3,1008,39.48,40.56,44.81,58.05,74.29,88.07,104.02,123.27,,0.054964539007092306,0.05818540433925046,0.14059361749609445,0.07579672695951767,0.05720823798626995,0.06631088906551619,0.06594885598923295,0.06968443254644296
Expedited3&1024,Expedited,3,1024,42.07,44.06,51.51,62.99,78.58,94.57,110.9,132.4,,Expedited3&1024,Expedited,3,1024,39.83,41.64,45.09,58.49,74.34,88.69,104.03,124.0,,0.05623901581722324,0.05811719500480317,0.14238190286094454,0.0769362284151136,0.05703524347592137,0.06629834254143652,0.06603864269922144,0.06774193548387109
Expedited3&1040,Expedited,3,1040,42.48,44.55,51.89,63.0,78.72,95.36,111.17,132.43,,Expedited3&1040,Expedited,3,1040,40.41,42.1,45.38,58.94,74.39,89.44,104.29,124.22,,0.05122494432071267,0.05819477434679321,0.14345526663728503,0.06888361045130642,0.05820674821884664,0.06618962432915931,0.06596989164828848,0.06609241668008381
Expedited3&1056,Expedited,3,1056,42.89,44.75,52.26,63.49,79.34,95.43,111.51,134.23,,Expedited3&1056,Expedited,3,1056,40.95,42.3,45.68,59.36,74.43,89.52,104.6,124.75,,0.04737484737484721,0.05791962174940912,0.14404553415061283,0.06957547169811318,0.0659680236463791,0.06601876675603235,0.06606118546845141,0.07599198396793572
Expedited3&1072,Expedited,3,1072,43.29,44.76,52.62,63.5,79.41,96.17,112.05,134.31,,Expedited3&1072,Expedited,3,1072,41.57,42.31,45.96,59.63,74.56,90.22,105.11,125.99,,0.04137599230214084,0.05790593240368702,0.14490861618798956,0.06490021801106827,0.06504828326180245,0.06594990024384839,0.06602606792883647,0.0660369870624653
Expedited3&1088,Expedited,3,1088,43.69,45.25,52.97,65.09,81.08,97.6,113.75,134.4,,Expedited3&1088,Expedited,3,1088,42.06,42.77,46.24,61.14,76.12,91.55,106.71,126.07,,0.03875416072277682,0.057984568622866384,0.14554498269896188,0.06460582270199544,0.06516027325275875,0.06608410704533041,0.06597319838815485,0.06607440310938384
Expedited3&1104,Expedited,3,1104,44.08,46.21,53.3,65.5,81.71,99.03,113.85,136.1,,Expedited3&1104,Expedited,3,1104,42.64,43.67,46.54,61.93,76.71,92.04,106.79,126.61,,0.03377110694183849,0.058163498969544314,0.14525139664804465,0.057645729048926286,0.06518055012384294,0.07594524119947832,0.06611105908792947,0.0749545849458968
Expedited3&1120,Expedited,3,1120,44.46,46.24,53.62,65.89,84.56,100.08,113.94,136.13,,Expedited3&1120,Expedited,3,1120,43.09,43.88,46.82,62.92,79.99,93.89,106.88,127.69,,0.031793919702947315,0.05378304466727446,0.14523707817172138,0.047202797202797075,0.05713214151768975,0.06592821386729142,0.06605538922155696,0.06609758007674826
Ground1&1,Ground,1,1,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Ground1&1,Ground,1,1,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Ground1&2,Ground,1,2,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Ground1&2,Ground,1,2,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Ground1&3,Ground,1,3,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Ground1&3,Ground,1,3,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Ground1&4,Ground,1,4,3.79,3.84,3.86,3.96,4.02,4.11,4.19,4.36,,Ground1&4,Ground,1,4,3.59,3.64,3.66,3.75,3.81,3.9,3.97,4.13,,0.055710306406685284,0.05494505494505497,0.05464480874316924,0.05600000000000005,0.055118110236220375,0.05384615384615388,0.055415617128463435,0.05569007263922532
Ground1&5,Ground,1,5,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Ground1&5,Ground,1,5,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Ground1&6,Ground,1,6,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Ground1&6,Ground,1,6,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Ground1&7,Ground,1,7,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Ground1&7,Ground,1,7,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Ground1&8,Ground,1,8,4.21,4.28,4.31,4.38,4.43,4.47,4.55,4.68,,Ground1&8,Ground,1,8,3.99,4.06,4.09,4.15,4.2,4.24,4.31,4.44,,0.05513784461152871,0.05418719211822687,0.05378973105134466,0.055421686746987886,0.05476190476190457,0.054245283018867774,0.05568445475638062,0.054054054054053946
Ground1&9,Ground,1,9,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Ground1&9,Ground,1,9,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Ground1&10,Ground,1,10,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Ground1&10,Ground,1,10,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Ground1&11,Ground,1,11,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Ground1&11,Ground,1,11,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Ground1&12,Ground,1,12,4.87,4.95,5.0,5.07,5.15,5.32,5.45,5.62,,Ground1&12,Ground,1,12,4.62,4.69,4.74,4.81,4.88,5.04,5.17,5.33,,0.054112554112554,0.05543710021321946,0.05485232067510548,0.05405405405405417,0.05532786885245922,0.05555555555555558,0.05415860735009681,0.054409005628517804
Ground1&13,Ground,1,13,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Ground1&13,Ground,1,13,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Ground1&14,Ground,1,14,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Ground1&14,Ground,1,14,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Ground1&15,Ground,1,15,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Ground1&15,Ground,1,15,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Ground1&15.99,Ground,1,15.99,6.17,6.26,6.33,6.4,6.56,6.79,6.96,7.15,,Ground1&15.99,Ground,1,15.99,5.85,5.93,6.0,6.07,6.22,6.44,6.6,6.78,,0.05470085470085473,0.05564924114671155,0.05499999999999994,0.054365733113673764,0.05466237942122176,0.05434782608695654,0.054545454545454675,0.054572271386430726
Ground1&16,Ground,1,16,6.83,6.91,6.99,7.13,7.49,8.42,8.63,8.91,,Ground1&16,Ground,1,16,6.47,6.55,6.63,6.76,7.1,7.98,8.18,8.45,,0.05564142194744992,0.05496183206106875,0.05429864253393668,0.054733727810651,0.05492957746478888,0.05513784461152871,0.055012224938875365,0.05443786982248522
Ground1&32,Ground,1,32,7.21,7.32,7.54,7.75,8.28,9.67,9.99,10.42,,Ground1&32,Ground,1,32,6.83,6.94,7.15,7.35,7.85,9.17,9.47,9.88,,0.05563689604685207,0.05475504322766578,0.05454545454545445,0.054421768707483054,0.054777070063694255,0.05452562704471098,0.05491024287222812,0.054655870445344146
Ground1&48,Ground,1,48,7.56,7.66,8.16,8.51,9.23,10.58,11.27,12.06,,Ground1&48,Ground,1,48,7.17,7.26,7.73,8.07,8.75,10.03,10.68,11.43,,0.05439330543933041,0.05509641873278248,0.05562742561448886,0.054522924411400275,0.05485714285714294,0.054835493519441725,0.055243445692883864,0.0551181102362206
Ground1&64,Ground,1,64,7.81,7.89,8.56,9.03,9.86,11.19,12.12,13.16,,Ground1&64,Ground,1,64,7.4,7.48,8.11,8.56,9.35,10.61,11.49,12.47,,0.055405405405405395,0.054812834224598816,0.05548705302096191,0.05490654205607459,0.05454545454545445,0.05466540999057501,0.05483028720626626,0.05533279871692054
Ground1&80,Ground,1,80,7.99,8.06,8.86,9.41,10.44,11.77,12.89,14.16,,Ground1&80,Ground,1,80,7.57,7.64,8.4,8.92,9.9,11.16,12.22,13.42,,0.05548216644649928,0.054973821989528826,0.05476190476190457,0.05493273542600896,0.05454545454545445,0.05465949820788518,0.05482815057283141,0.055141579731743606
Ground1&96,Ground,1,96,8.17,8.23,9.17,9.79,11.02,12.36,13.67,15.16,,Ground1&96,Ground,1,96,7.74,7.8,8.69,9.28,10.45,11.72,12.96,14.37,,0.05555555555555558,0.055128205128205154,0.05523590333716921,0.0549568965517242,0.054545454545454675,0.05460750853242313,0.054783950617283805,0.05497564370215735
Ground1&112,Ground,1,112,8.43,8.5,9.59,10.32,11.67,13.07,14.58,16.3,,Ground1&112,Ground,1,112,7.99,8.06,9.09,9.78,11.06,12.39,13.82,15.45,,0.05506883604505619,0.05459057071960283,0.05500550055005493,0.05521472392638049,0.05515370705244127,0.05488297013720733,0.05499276410998544,0.055016181229773586
Ground1&128,Ground,1,128,8.79,8.84,10.05,10.87,12.31,13.78,15.49,17.44,,Ground1&128,Ground,1,128,8.33,8.38,9.53,10.3,11.67,13.06,14.68,16.53,,0.055222088835534144,0.054892601431980825,0.054564533053515385,0.05533980582524256,0.054841473864610135,0.05513016845329233,0.05517711171662132,0.05505142165759236
Ground1&144,Ground,1,144,9.28,9.35,10.56,11.46,12.94,14.5,16.38,18.6,,Ground1&144,Ground,1,144,8.8,8.86,10.01,10.86,12.27,13.74,15.53,17.63,,0.05454545454545445,0.055304740406320496,0.05494505494505497,0.05524861878453047,0.0546047269763652,0.055312954876273634,0.054732775273663936,0.055019852524106794
Ground1&160,Ground,1,160,9.9,9.96,11.09,12.06,13.58,15.22,17.28,19.76,,Ground1&160,Ground,1,160,9.38,9.44,10.51,11.43,12.87,14.43,16.38,18.73,,0.05543710021321946,0.05508474576271194,0.05518553758325395,0.0551181102362206,0.055167055167055334,0.05474705474705477,0.05494505494505497,0.054991991457554734
Ground1&176,Ground,1,176,10.78,10.83,11.64,12.68,14.21,15.97,18.18,20.91,,Ground1&176,Ground,1,176,10.22,10.27,11.03,12.02,13.47,15.14,17.23,19.82,,0.05479452054794498,0.054527750730282376,0.055303717135086305,0.05490848585690511,0.05493689680772085,0.05482166446499348,0.05513639001741155,0.054994954591321976
Ground1&192,Ground,1,192,11.33,11.39,12.16,13.28,14.86,16.73,19.1,22.06,,Ground1&192,Ground,1,192,10.74,10.8,11.53,12.59,14.09,15.86,18.1,20.91,,0.05493482309124764,0.054629629629629584,0.05464006938421506,0.05480540111199361,0.05464868701206527,0.054854981084489385,0.05524861878453047,0.05499760879961735
Ground1&208,Ground,1,208,11.84,11.92,12.68,13.86,15.52,17.51,20.01,23.22,,Ground1&208,Ground,1,208,11.22,11.3,12.02,13.14,14.71,16.6,18.97,22.01,,0.05525846702317283,0.05486725663716796,0.05490848585690511,0.0547945205479452,0.055064581917063204,0.054819277108433706,0.054823405376910994,0.05497501135847327
Ground1&224,Ground,1,224,12.28,12.4,13.15,14.39,16.17,18.31,20.95,24.38,,Ground1&224,Ground,1,224,11.64,11.75,12.46,13.64,15.33,17.36,19.86,23.11,,0.05498281786941561,0.05531914893617018,0.05537720706260019,0.05498533724340171,0.0547945205479452,0.054723502304147464,0.054884189325276944,0.054954565123323196
Ground1&240,Ground,1,240,12.65,12.78,13.56,14.86,16.83,19.11,21.87,25.52,,Ground1&240,Ground,1,240,11.99,12.11,12.85,14.09,15.95,18.11,20.73,24.19,,0.05504587155963314,0.05532617671345985,0.05525291828793777,0.05464868701206527,0.055172413793103336,0.055218111540585424,0.05499276410998566,0.054981397271599786
Ground1&256,Ground,1,256,12.94,13.09,13.9,15.28,17.46,19.88,22.76,26.63,,Ground1&256,Ground,1,256,12.27,12.41,13.18,14.48,16.55,18.84,21.57,25.24,,0.0546047269763652,0.0547945205479452,0.054628224582701,0.055248618784530246,0.054984894259818784,0.05520169851380041,0.05516921650440443,0.05507131537242471
Ground1&272,Ground,1,272,13.23,13.4,14.26,15.7,17.92,20.4,23.41,27.47,,Ground1&272,Ground,1,272,12.54,12.7,13.52,14.88,16.99,19.34,22.19,26.04,,0.055023923444976086,0.0551181102362206,0.054733727810651,0.05510752688172027,0.054738081224249724,0.05480868665977234,0.05497972059486256,0.05491551459293387
Ground1&288,Ground,1,288,13.57,13.75,14.64,16.13,18.44,21.02,24.15,28.41,,Ground1&288,Ground,1,288,12.86,13.03,13.88,15.29,17.48,19.92,22.89,26.93,,0.05520995334370138,0.05525709900230247,0.05475504322766578,0.054937867887508096,0.05491990846681927,0.055220883534136345,0.05504587155963292,0.054957296695135494
Ground1&304,Ground,1,304,13.88,14.09,15.01,16.55,18.95,21.62,24.87,29.32,,Ground1&304,Ground,1,304,13.16,13.36,14.23,15.69,17.96,20.49,23.57,27.79,,0.054711246200607855,0.054640718562874335,0.05481377371749829,0.05481198215423855,0.05512249443207118,0.055148853099072914,0.055154857870173934,0.05505577545879814
Ground1&320,Ground,1,320,14.5,14.9,15.95,17.12,20.01,23.32,27.46,31.72,,Ground1&320,Ground,1,320,13.45,13.67,14.57,16.08,18.43,21.05,24.23,28.62,,0.0780669144981414,0.08997805413313831,0.09471516815374059,0.06467661691542315,0.0857297883884971,0.1078384798099763,0.13330581923235663,0.10831586303284402
Ground1&336,Ground,1,336,15.4,16.29,17.23,18.17,21.73,26.3,31.56,35.76,,Ground1&336,Ground,1,336,14.8,15.91,16.86,17.67,21.56,25.79,31.31,35.17,,0.04054054054054057,0.023884349465744803,0.021945432977461543,0.028296547821165863,0.007884972170686622,0.01977510663047699,0.007984669434685454,0.01677566107477957
Ground1&352,Ground,1,352,16.54,17.71,18.84,20.06,24.51,30.5,36.86,41.37,,Ground1&352,Ground,1,352,15.9,17.09,18.29,19.7,24.26,29.79,36.01,40.44,,0.040251572327044016,0.03627852545348165,0.030071077091306853,0.018274111675126825,0.010305028854080689,0.023833501174890914,0.02360455429047481,0.022997032640949655
Ground1&368,Ground,1,368,17.92,19.31,20.78,22.79,28.34,35.92,43.35,48.56,,Ground1&368,Ground,1,368,17.1,18.38,19.85,21.97,27.29,34.41,41.41,46.51,,0.04795321637426908,0.05059847660500538,0.04685138539042821,0.03732362312243964,0.0384756320996702,0.04388259226968927,0.04684858729775421,0.04407654267899397
Ground1&384,Ground,1,384,19.53,21.08,23.05,26.36,33.24,42.56,51.04,57.33,,Ground1&384,Ground,1,384,18.38,19.76,21.53,24.49,30.7,39.74,47.62,53.48,,0.06256800870511436,0.06680161943319818,0.07059916395726895,0.07635769701919148,0.08273615635179166,0.07096124811273286,0.0718185636287274,0.07198952879581144
Ground1&400,Ground,1,400,21.1,22.99,25.63,30.52,39.07,48.34,57.24,65.0,,Ground1&400,Ground,1,400,19.76,21.24,23.36,27.31,34.54,45.9,54.76,61.51,,0.06781376518218618,0.08239171374764598,0.09717465753424648,0.11753936287074329,0.13115228720324268,0.05315904139433569,0.04528853177501824,0.0567387416680214
Ground1&416,Ground,1,416,21.89,23.94,26.92,32.59,41.99,51.23,60.34,68.83,,Ground1&416,Ground,1,416,22.59,24.28,27.79,35.48,45.76,57.74,67.83,77.39,,-0.030987162461265982,-0.014003294892915963,-0.03130622526088511,-0.08145434047350597,-0.08238636363636354,-0.11274679598198833,-0.11042311661506699,-0.11060860576301845
Ground1&432,Ground,1,432,22.68,24.89,28.21,34.67,44.9,54.13,63.44,72.67,,Ground1&432,Ground,1,432,23.96,25.76,29.07,37.67,49.93,58.54,69.55,80.27,,-0.05342237061769617,-0.033773291925465854,-0.02958376332989332,-0.07963897000265463,-0.10074103745243346,-0.07533310556884176,-0.08785046728971957,-0.09468045346954024
Ground1&448,Ground,1,448,23.31,25.62,29.07,35.73,46.39,55.98,65.65,75.22,,Ground1&448,Ground,1,448,24.71,26.56,29.46,38.76,51.25,59.36,71.22,83.48,,-0.056657223796034106,-0.035391566265060126,-0.013238289205702691,-0.07817337461300311,-0.0948292682926829,-0.056940700808625344,-0.07820836843583256,-0.09894585529468136
Ground1&464,Ground,1,464,23.93,26.33,29.92,36.77,47.87,57.8,67.82,77.74,,Ground1&464,Ground,1,464,25.48,27.39,29.77,39.82,51.94,60.38,72.9,85.84,,-0.06083202511773944,-0.038700255567725494,0.005038629492778002,-0.07659467604218984,-0.07835964574509047,-0.0427293805895993,-0.06968449931412912,-0.09436160298229268
Ground1&480,Ground,1,480,24.55,27.03,30.76,37.8,49.33,59.61,69.97,80.23,,Ground1&480,Ground,1,480,26.25,28.22,30.21,40.76,52.66,62.11,74.55,87.68,,-0.06476190476190469,-0.04216867469879515,0.01820589208871226,-0.07262021589793921,-0.06323585263957465,-0.04025116728385125,-0.061435278336686716,-0.08496806569343063
Ground1&496,Ground,1,496,25.16,27.73,31.58,38.81,50.76,61.39,72.1,82.7,,Ground1&496,Ground,1,496,27.01,29.04,30.51,41.41,53.34,63.03,76.24,89.72,,-0.06849315068493156,-0.045110192837465535,0.03507046869878727,-0.06278676648152604,-0.04836895388076501,-0.026019355862287763,-0.05430220356768101,-0.07824342398573336
Ground1&512,Ground,1,512,25.77,28.42,32.39,39.8,52.18,63.15,74.2,85.14,,Ground1&512,Ground,1,512,27.32,29.37,31.17,42.11,53.97,63.87,77.93,91.35,,-0.05673499267935578,-0.032345931222335644,0.0391401989092075,-0.05485632866302548,-0.033166574022605144,-0.011272898074213278,-0.047863467214166566,-0.06798029556650242
Ground1&528,Ground,1,528,26.37,29.1,33.19,40.78,53.58,64.89,76.28,87.56,,Ground1&528,Ground,1,528,27.75,29.83,32.05,43.17,54.69,65.14,79.58,93.24,,-0.049729729729729666,-0.024472008045591576,0.035569422776911,-0.05536252026870514,-0.020296215030170095,-0.0038378876266502715,-0.04146770545363154,-0.060918060918060846
Ground1&544,Ground,1,544,26.96,29.77,33.97,41.74,54.97,66.61,78.33,89.95,,Ground1&544,Ground,1,544,28.01,30.11,32.9,44.28,55.89,66.73,81.26,95.08,,-0.037486611924312796,-0.011291929591497829,0.032522796352583594,-0.057362240289069555,-0.016460905349794275,-0.0017982916229583035,-0.036057100664533714,-0.05395456457719805
Ground1&560,Ground,1,560,27.55,30.43,34.74,42.69,56.33,68.3,80.36,92.31,,Ground1&560,Ground,1,560,28.33,30.45,33.68,44.92,57.09,68.55,82.93,96.55,,-0.027532650900105815,-0.0006568144499178308,0.03147268408551085,-0.049643811219946654,-0.013312313890348704,-0.00364697301239969,-0.03098999155914639,-0.0439150699119627
Ground1&576,Ground,1,576,28.14,31.08,35.5,43.62,57.67,69.97,82.36,94.65,,Ground1&576,Ground,1,576,28.69,30.84,34.68,45.52,58.34,70.32,84.08,98.28,,-0.01917044266294876,0.0077821011673151474,0.023644752018454396,-0.04173989455184546,-0.01148440178265342,-0.00497724687144474,-0.020456707897240745,-0.036935286935286915
Ground1&592,Ground,1,592,28.71,31.73,36.25,44.54,59.0,71.62,84.34,96.96,,Ground1&592,Ground,1,592,28.99,31.16,35.33,46.18,59.39,72.2,85.19,99.96,,-0.009658502932045399,0.018292682926829285,0.026040192470987877,-0.035513209181463834,-0.006566762081158473,-0.008033240997229907,-0.009977696912783163,-0.03001200480192079
Ground1&608,Ground,1,608,29.28,32.36,36.98,45.44,60.3,73.25,86.29,99.24,,Ground1&608,Ground,1,608,29.28,31.48,36.2,46.77,60.59,74.25,86.18,101.64,,0.0,0.027954256670902122,0.021546961325966674,-0.028437032285653308,-0.004786268361115842,-0.013468013468013518,0.0012763982362498094,-0.023612750885478206
Ground1&624,Ground,1,624,29.85,32.99,37.7,46.32,61.59,74.86,88.21,101.5,,Ground1&624,Ground,1,624,29.57,31.79,37.07,47.31,61.86,76.04,88.52,103.22,,0.009469056476158366,0.037747719408619096,0.016994874561640172,-0.020925808497146536,-0.004364694471386987,-0.015518148342977489,-0.0035020334387709795,-0.016663437318349184
Ground1&640,Ground,1,640,30.41,33.61,38.41,47.19,62.86,76.44,90.11,103.73,,Ground1&640,Ground,1,640,29.88,32.12,37.85,47.93,63.16,77.28,90.54,104.69,,0.017737617135207495,0.046388542963885504,0.014795244385733097,-0.015439182140621788,-0.004749841671944255,-0.010869565217391353,-0.00474928208526626,-0.009169930270321869
Ground1&656,Ground,1,656,30.96,34.22,39.1,48.05,64.11,78.0,91.99,105.93,,Ground1&656,Ground,1,656,30.21,32.48,38.49,48.45,63.72,78.61,92.52,106.37,,0.02482621648460781,0.0535714285714286,0.01584827227851382,-0.008255933952528549,0.006120527306967993,-0.007759826994021113,-0.005728491137051428,-0.004136504653567741
Ground1&672,Ground,1,672,31.51,34.82,39.78,48.88,65.34,79.54,93.84,108.11,,Ground1&672,Ground,1,672,30.44,32.72,38.79,48.88,64.81,80.02,93.81,107.73,,0.035151116951379846,0.06418092909535456,0.025522041763341052,0.0,0.008177750347168722,-0.005998500374906124,0.0003197953309881374,0.003527336860670083
Ground1&688,Ground,1,688,32.05,35.41,40.45,49.7,66.55,81.06,95.67,110.26,,Ground1&688,Ground,1,688,30.8,33.11,39.08,49.32,65.89,81.97,95.0,108.89,,0.0405844155844155,0.06946541830262754,0.03505629477993866,0.007704785077047971,0.01001669449081799,-0.01110162254483349,0.007052631578947421,0.01258150427036453
Ground1&704,Ground,1,704,32.59,35.99,41.1,50.51,67.74,82.55,97.47,112.38,,Ground1&704,Ground,1,704,31.02,33.35,39.36,49.75,66.96,83.3,96.16,110.46,,0.05061250805931672,0.07916041979010502,0.044207317073170715,0.01527638190954761,0.011648745519713177,-0.009003601440576214,0.013623128119800265,0.01738185768604028
Ground1&720,Ground,1,720,33.12,36.57,41.75,51.3,68.92,84.02,99.24,114.48,,Ground1&720,Ground,1,720,31.22,33.56,39.65,50.2,68.05,84.24,97.22,111.83,,0.0608584240871235,0.08969010727056004,0.05296343001261028,0.021912350597609542,0.012784717119765032,-0.0026115859449192813,0.02077761777412057,0.02369668246445511
Ground1&736,Ground,1,736,33.64,37.13,42.38,52.07,70.07,85.48,101.0,116.55,,Ground1&736,Ground,1,736,31.5,33.86,39.94,50.64,69.13,85.2,98.29,113.14,,0.06793650793650796,0.09657412876550509,0.06109163745618451,0.02823854660347558,0.013597569796036435,0.0032863849765258912,0.027571472174178435,0.030139649991161255
Ground1&752,Ground,1,752,34.16,37.69,42.99,52.83,71.21,86.9,102.72,118.59,,Ground1&752,Ground,1,752,31.73,34.11,40.23,51.07,70.21,86.1,99.44,114.5,,0.07658367475575156,0.10495455878041615,0.06860551826994787,0.034462502447620835,0.01424298532972501,0.009291521486643584,0.032984714400643655,0.03572052401746717
Ground1&768,Ground,1,768,34.67,38.24,43.6,53.57,72.33,88.31,104.42,120.61,,Ground1&768,Ground,1,768,32.0,34.4,40.52,51.51,71.28,87.22,100.41,115.66,,0.08343750000000005,0.1116279069767443,0.0760118460019743,0.03999223451756939,0.014730639730639705,0.012497133684934658,0.03993626132855299,0.04279785578419504
Ground1&784,Ground,1,784,35.18,38.78,44.19,54.3,73.43,89.69,106.1,122.6,,Ground1&784,Ground,1,784,32.26,34.68,40.79,51.95,72.37,88.44,101.48,116.81,,0.09051456912585243,0.1182237600922722,0.08335376317724918,0.045235803657362794,0.014646953157385623,0.01413387607417449,0.04552621206148988,0.04956767400051354
Ground1&800,Ground,1,800,35.68,39.31,44.77,55.01,74.51,91.05,107.75,124.56,,Ground1&800,Ground,1,800,32.39,34.82,41.08,52.4,73.46,89.7,102.8,118.07,,0.10157456004939802,0.12894887995404947,0.08982473222979559,0.049809160305343436,0.014293493057446316,0.015050167224080147,0.0481517509727627,0.054967392224951395
Ground1&816,Ground,1,816,36.17,39.84,45.33,55.7,75.57,92.39,109.37,126.5,,Ground1&816,Ground,1,816,32.88,35.35,41.37,52.8,74.72,90.95,104.3,119.23,,0.10006082725060828,0.12701555869872716,0.09572153734590283,0.05492424242424243,0.011375802997858564,0.01583287520615717,0.04860977948226286,0.060974586932818875
Ground1&832,Ground,1,832,36.66,40.35,45.88,56.38,76.61,93.71,110.97,128.41,,Ground1&832,Ground,1,832,33.37,35.87,41.66,53.25,75.25,91.84,105.9,120.59,,0.09859154929577474,0.12489545581265693,0.10129620739318312,0.05877934272300478,0.018073089700996636,0.020361498257839505,0.04787535410764865,0.06484783149514883
Ground1&848,Ground,1,848,37.14,40.86,46.42,57.04,77.63,95.0,112.55,130.3,,Ground1&848,Ground,1,848,34.0,36.55,41.94,53.69,75.87,92.63,107.67,122.17,,0.09235294117647053,0.11792065663474705,0.10681926561754906,0.06239523188675733,0.02319757479899809,0.025585663391989755,0.04532367418965344,0.06654661537202267
Ground1&864,Ground,1,864,37.62,41.35,46.95,57.69,78.64,96.28,114.1,132.15,,Ground1&864,Ground,1,864,34.5,37.09,42.24,54.12,76.53,93.3,109.24,123.95,,0.09043478260869553,0.11485575626853595,0.11150568181818188,0.06596452328159641,0.02757088723376455,0.03193997856377284,0.044489198095935656,0.06615570794675274
Ground1&880,Ground,1,880,38.09,41.84,47.46,58.32,79.62,97.53,115.63,133.99,,Ground1&880,Ground,1,880,35.05,37.68,42.51,54.56,77.02,94.09,111.01,125.58,,0.08673323823109857,0.11040339702760105,0.11644318983768542,0.06891495601173014,0.033757465593352576,0.03656073971729201,0.0416178722637599,0.06696926262143665
