UID for Upload Lookup,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,M
TFCXparcel_EXPPLUSTFC_NextDay_RegionalParcelDelivery432,Delete,,TFC,,Xparcel_EXPPLUS,TFC_NextDay_RegionalParcelDelivery,432,,,,,,,,,,,,,,
TFCXparcel_EXPPLUSTFC_NextDay_RegionalParcelDelivery448,Delete,,TFC,,Xparcel_EXPPLUS,TFC_NextDay_RegionalParcelDelivery,448,,,,,,,,,,,,,,
TFCXparcel_EXPPLUSTFC_NextDay_RegionalParcelDelivery464,Delete,,TFC,,Xparcel_EXPPLUS,TFC_NextDay_RegionalParcelDelivery,464,,,,,,,,,,,,,,
TFCXparcel_EXPPLUSTFC_NextDay_RegionalParcelDelivery480,Delete,,TFC,,Xparcel_EXPPLUS,TFC_NextDay_RegionalParcelDelivery,480,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery416,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,416,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery432,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,432,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery448,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,448,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery464,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,464,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery480,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,480,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery496,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,496,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery512,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,512,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery528,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,528,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery544,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,544,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery560,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,560,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery576,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,576,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery592,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,592,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery608,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,608,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery624,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,624,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery640,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,640,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery656,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,656,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery672,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,672,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery688,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,688,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery704,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,704,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery720,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,720,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery736,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,736,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery752,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,752,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery768,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,768,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery784,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,784,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery800,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,800,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery816,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,816,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery832,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,832,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery848,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,848,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery864,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,864,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery880,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,880,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery896,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,896,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery912,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,912,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery928,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,928,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery944,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,944,,,,,,,,,,,,,,
UDSXparcel_EXPPLUSUDS_RegionalParcelDelivery960,Delete,,UDS,,Xparcel_EXPPLUS,UDS_RegionalParcelDelivery,960,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select416,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,416,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select432,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,432,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select448,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,448,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select464,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,464,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select480,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,480,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select496,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,496,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select512,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,512,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select528,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,528,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select544,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,544,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select560,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,560,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select576,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,576,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select592,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,592,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select608,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,608,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select624,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,624,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select640,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,640,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select656,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,656,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select672,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,672,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select688,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,688,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select704,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,704,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select720,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,720,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select736,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,736,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select752,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,752,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select768,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,768,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select784,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,784,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select800,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,800,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select816,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,816,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select832,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,832,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select848,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,848,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select864,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,864,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select880,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,880,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select896,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,896,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select912,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,912,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select928,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,928,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select944,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,944,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select960,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,960,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select976,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,976,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select992,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,992,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1008,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1008,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1024,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1024,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1040,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1040,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1056,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1056,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1072,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1072,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1088,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1088,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1104,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1104,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Select1120,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,1120,,,,,,,,,,,,,,
NGSXparcel_PriorityNGS_Parcel_Selectoversize,Delete,,NGS,,Xparcel_Priority,NGS_Parcel_Select,oversize,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage16,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,16,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage32,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,32,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage48,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,48,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage64,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,64,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage80,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,80,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage96,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,96,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage112,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,112,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage128,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,128,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage144,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,144,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage160,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,160,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage176,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,176,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage192,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,192,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage208,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,208,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage224,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,224,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage240,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,240,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage256,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,256,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage272,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,272,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage288,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,288,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage304,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,304,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage320,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,320,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage336,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,336,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage352,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,352,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage368,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,368,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage384,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,384,,,,,,,,,,,,,,
POXparcel_PriorityPO_USPSPriorityMailPackage400,Delete,,PO,,Xparcel_Priority,PO_USPSPriorityMailPackage,400,,,,,,,,,,,,,,
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage416,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,416,26.09,28.54,32.08,38.85,54.03,69.78,85.52,99.9,213.2,213.2,213.2,213.2,213.2,213.2
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage432,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,432,27.04,29.66,33.63,41.32,57.78,72.58,87.39,102.65,219.07,219.07,219.07,219.07,219.07,219.07
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage448,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,448,27.79,30.54,34.65,42.59,59.7,74.45,89.2,105.63,225.43,225.43,225.43,225.43,225.43,225.43
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage464,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,464,28.52,31.38,35.67,43.83,61.6,76.32,91.03,108.05,230.59,230.59,230.59,230.59,230.59,230.59
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage480,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,480,29.26,32.22,36.67,45.06,63.48,78.17,92.84,110.15,235.07,235.07,235.07,235.07,235.07,235.07
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage496,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,496,29.99,33.05,37.65,46.26,65.32,80.0,94.68,112.38,239.85,239.85,239.85,239.85,239.85,239.85
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage512,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,512,30.71,33.88,38.6,47.44,67.15,81.83,96.51,114.36,244.06,244.06,244.06,244.06,244.06,244.06
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage528,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,528,31.44,34.69,39.56,48.61,68.95,83.64,98.32,116.5,248.63,248.63,248.63,248.63,248.63,248.63
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage544,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,544,32.14,35.48,40.49,49.76,70.74,85.45,100.16,118.6,253.12,253.12,253.12,253.12,253.12,253.12
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage560,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,560,32.84,36.28,41.41,50.88,72.49,87.24,101.98,120.48,257.12,257.12,257.12,257.12,257.12,257.12
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage576,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,576,33.55,37.05,42.31,51.99,74.21,88.85,103.48,122.51,261.44,261.44,261.44,261.44,261.44,261.44
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage592,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,592,34.23,37.82,43.21,53.1,75.92,90.44,104.96,124.52,265.74,265.74,265.74,265.74,265.74,265.74
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage608,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,608,34.91,38.57,44.08,54.17,77.6,91.99,106.37,126.51,270.0,270.0,270.0,270.0,270.0,270.0
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage624,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,624,35.59,39.33,44.94,55.22,79.26,93.94,108.6,128.46,274.16,274.16,274.16,274.16,274.16,274.16
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage640,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,640,36.25,40.07,45.78,56.25,80.9,95.77,110.64,130.34,278.15,278.15,278.15,278.15,278.15,278.15
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage656,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,656,36.9,40.79,46.61,57.28,82.5,97.58,112.65,132.33,282.42,282.42,282.42,282.42,282.42,282.42
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage672,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,672,37.56,41.51,47.42,58.27,84.08,99.17,114.25,134.15,286.29,286.29,286.29,286.29,286.29,286.29
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage688,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,688,38.2,42.21,48.21,59.25,85.64,100.71,115.77,135.83,289.87,289.87,289.87,289.87,289.87,289.87
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage704,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,704,38.85,42.9,48.99,60.2,87.17,102.23,117.29,137.75,293.98,293.98,293.98,293.98,293.98,293.98
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage720,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,720,39.48,43.59,49.77,61.15,88.69,103.71,118.73,139.58,297.88,297.88,297.88,297.88,297.88,297.88
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage736,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,736,40.1,44.26,50.52,62.07,90.17,105.17,120.18,141.35,301.66,301.66,301.66,301.66,301.66,301.66
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage752,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,752,40.72,44.93,51.24,62.97,91.64,106.67,121.68,143.15,305.5,305.5,305.5,305.5,305.5,305.5
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage768,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,768,41.32,45.58,51.97,63.86,93.08,108.09,123.09,144.83,309.08,309.08,309.08,309.08,309.08,309.08
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage784,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,784,41.93,46.23,52.67,64.73,94.49,109.52,124.54,146.5,312.65,312.65,312.65,312.65,312.65,312.65
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage800,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,800,42.53,46.85,53.36,65.57,95.88,111.01,126.14,148.24,316.36,316.36,316.36,316.36,316.36,316.36
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage816,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,816,43.12,47.49,54.03,66.39,97.25,112.56,127.86,149.92,319.94,319.94,319.94,319.94,319.94,319.94
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage832,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,832,43.7,48.1,54.69,67.21,98.59,114.12,129.65,151.72,323.79,323.79,323.79,323.79,323.79,323.79
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage848,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,848,44.27,48.71,55.33,67.99,99.9,115.72,131.53,153.67,327.94,327.94,327.94,327.94,327.94,327.94
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage864,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,864,44.85,49.29,55.96,68.76,101.2,117.24,133.29,155.73,332.34,332.34,332.34,332.34,332.34,332.34
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage880,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,880,45.4,49.87,56.58,69.51,102.46,118.82,135.18,157.7,336.56,336.56,336.56,336.56,336.56,336.56
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage896,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,896,45.97,50.45,57.17,70.26,103.71,120.32,136.93,159.47,340.34,340.34,340.34,340.34,340.34,340.34
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage912,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,912,46.51,51.01,57.75,70.98,104.93,121.56,138.18,160.99,343.58,343.58,343.58,343.58,343.58,343.58
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage928,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,928,47.05,51.55,58.33,71.67,106.13,122.88,139.63,162.64,347.09,347.09,347.09,347.09,347.09,347.09
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage944,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,944,47.59,52.11,58.87,72.35,107.3,124.08,140.87,164.17,350.36,350.36,350.36,350.36,350.36,350.36
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage960,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,960,48.11,52.62,59.41,73.0,108.45,125.29,142.12,165.64,353.51,353.51,353.51,353.51,353.51,353.51
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage976,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,976,48.64,53.15,59.93,73.65,109.56,126.66,143.76,167.76,358.02,358.02,358.02,358.02,358.02,358.02
PTMTXparcel_PriorityPTMT_USPSPriorityMailPackage992,2024-01-26 00:00:00,,PTMT,,Xparcel_Priority,PTMT_USPSPriorityMailPackage,992,49.15,53.66,60.43,74.26,110.65,128.04,145.43,170.09,363.0,363.0,363.0,363.0,363.0,363.0
