UID for Upload Lookup,Effective Date,Customer ID,Shipper,Location,Label Type,Product,Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,M
DHLXparcel_EXPPLUSDHL_Max1,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,1,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max2,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,2,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max3,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,3,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max4,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,4,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max5,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,5,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max6,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,6,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max7,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,7,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max8,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,8,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max9,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,9,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max10,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,10,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max11,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,11,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max12,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,12,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max13,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,13,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max14,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,14,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max15,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,15,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max16,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max16,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max32,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,32,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max48,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,48,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max64,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,64,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max80,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,80,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max96,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,96,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max112,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,112,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max128,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,128,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max144,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,144,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max160,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,160,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max176,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,176,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max192,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,192,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max208,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,208,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max224,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,224,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max240,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,240,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max256,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,256,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max272,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,272,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max288,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,288,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max304,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,304,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max320,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,320,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max336,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,336,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max352,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,352,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max368,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,368,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max384,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,384,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSDHL_Max400,Delete,,DHL,,Xparcel_EXPPLUS,DHL_Max,400,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited1,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,1,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited2,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,2,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited3,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,3,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited4,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,4,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited5,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,5,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited6,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,6,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited7,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,7,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited8,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,8,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited9,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,9,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited10,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,10,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited11,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,11,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited12,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,12,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited13,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,13,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited14,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,14,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited15,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,15,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Expedited16,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Expedited,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited16,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited32,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,32,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited48,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,48,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited64,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,64,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited80,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,80,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited96,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,96,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited112,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,112,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited128,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,128,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited144,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,144,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited160,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,160,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited176,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,176,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited192,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,192,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited208,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,208,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited224,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,224,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited240,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,240,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited256,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,256,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited272,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,272,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited288,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,288,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited304,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,304,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited320,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,320,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited336,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,336,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited352,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,352,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited368,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,368,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited384,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,384,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Expedited400,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Expedited,400,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground1,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,1,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground2,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,2,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground3,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,3,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground4,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,4,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground5,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,5,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground6,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,6,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground7,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,7,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground8,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,8,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground9,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,9,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground10,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,10,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground11,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,11,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground12,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,12,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground13,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,13,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground14,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,14,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground15,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,15,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcels_Ground16,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcels_Ground,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground16,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,16,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground32,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,32,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground48,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,48,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground64,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,64,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground80,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,80,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground96,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,96,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground112,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,112,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground128,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,128,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground144,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,144,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground160,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,160,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground176,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,176,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground192,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,192,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground208,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,208,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground224,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,224,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground240,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,240,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground256,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,256,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground272,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,272,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground288,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,288,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground304,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,304,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground320,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,320,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground336,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,336,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground352,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,352,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground368,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,368,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground384,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,384,,,,,,,,,,,,,,
DHLXparcel_EXPPLUSSM_Parcel_Plus_Ground400,Delete,,DHL,,Xparcel_EXPPLUS,SM_Parcel_Plus_Ground,400,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight1,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,1,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight2,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,2,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight3,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,3,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight4,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,4,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight5,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,5,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight6,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,6,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight7,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,7,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight8,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,8,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight9,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,9,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight10,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,10,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight11,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,11,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight12,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,12,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight13,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,13,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight14,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,14,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight15,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,15,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select_Lightweight16,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select_Lightweight,16,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select16,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,16,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select32,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,32,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select48,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,48,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select64,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,64,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select80,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,80,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select96,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,96,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select112,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,112,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select128,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,128,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select144,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,144,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select160,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,160,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select176,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,176,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select192,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,192,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select208,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,208,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select224,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,224,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select240,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,240,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select256,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,256,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select272,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,272,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select288,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,288,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select304,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,304,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select320,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,320,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select336,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,336,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select352,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,352,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select368,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,368,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select384,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,384,,,,,,,,,,,,,,
NGSXparcel_EXPPLUSNGS_Parcel_Select400,Delete,,NGS,,Xparcel_EXPPLUS,NGS_Parcel_Select,400,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL1,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,1,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL2,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,2,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL3,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,3,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL4,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,4,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL5,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,5,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL6,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,6,,,,,,,,,,,,,,
OSMXparcel_EXPPLUSOSM_PARCEL7,Delete,,OSM,,Xparcel_EXPPLUS,OSM_PARCEL,7,,,,,,,,,,,,,,
